OBJECTID,RAIN_ID,DATE,VILLAGE,MOO,TAMBON,DISTRICT,PROVINCE,REGION,UTM_E,UTM_N,ZONE,RAIN_24_HR,RAIN_3_DAY,WEATHER
1,13357,19/2/2022 0:00,หัวนา,4,บ้านไร่,บ้านไร่,อุทัยธานี,ภาคเหนือ,556244,1666938,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
2,13356,19/2/2022 0:00, ผักเฮือก,4, บ่อเกลือใต้, บ่อเกลือ, น่าน,ภาคเหนือ,726567,2111026,47,23,0,วัดปริมาณน้ำฝนได้ 23 มม.
3,11542,6/1/2022 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4,11543,6/1/2022 0:00,อช. ลำคลองงู, ,ชะแล,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,477300,1645850,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
5,11540,6/1/2022 0:00,วังหิน,7,บุพราหมณ์,นาดี,ปราจีนบุรี,ภาคตะวันออก,812234,1578575,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
6,11541,6/1/2022 0:00,หนองผักแว่น,9,ทัพราช,ตาพระยา,สระแก้ว,ภาคตะวันออก,888456,1553561,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
7,11546,6/1/2022 0:00,หนองโพธิ์,3,ศรีนาวา,เมือง,นครนายก,ภาคกลาง,743053,1572374,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
8,11547,6/1/2022 0:00,ผาแดง,3,สังคม,สังคม,หนองคาย,ภาคตะวันออกเฉียงเหนือ,843046,2004182,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
9,11544,6/1/2022 0:00,ท่าเสลา,4,ยางน้ำกลัดเหนือ,หนองหญ้าปล้อง,เพชรบุรี,ภาคกลาง,570751,1448747,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
10,11545,6/1/2022 0:00,ไร่บน,2,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์,ภาคกลาง,585669,1337713,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
11,14545,18/3/2022 0:00,อู่ล่อง,4,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,463486,1640051,47,0,0, ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
12,11548,6/1/2022 0:00,เขตรักษาพันธุ์สัตว์ป่าผาผึ้ง, , ทุ่งพระ,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,797636,1841807,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
13,11549,6/1/2022 0:00,บุญทัน,2,บุญทัน,สุวรรณคูหา,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,834525,1944180,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
14,5988,18/9/2021 0:00,แสงทองพัฒนา,12,น้ำโสม,น้ำโสม,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,831354,1968702,47,0,0, ท้องฟ้าครึ้ม มีเมฆมาก
15,5989,18/9/2021 0:00,ระหัด,3,กุดเลาะ,เกษตรสมบูรณ์,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,816455,1803746,47,0,0, ท้องฟ้าครึ้ม มีเมฆมาก
16,5982,17/9/2021 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
17,5983,17/9/2021 0:00,ร่วมใจพัฒนา,2,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,556785,1391685,47,0,0,ท้องฟ้าโปร่ง แดดแรง ไม่มีฝนตก
18,5980,17/9/2021 0:00,อ่างหิน,16,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,ภาคตะวันออก,780190,1475507,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
19,5981,17/9/2021 0:00,คลองจระเข้,2,ทุ่งมหาเจริญ,วังน้ำเย็น,สระแก้ว,ภาคตะวันออก,825075,1487672,47,0,0,ท้องฟ้าโปร่ง อากาศดี
20,5986,17/9/2021 0:00,หัวเขา,10,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,ภาคกลาง,568661,1290103,47,0,0,ท้องฟ้าโปร่ง อากาศดี
21,5987,18/9/2021 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
22,5984,17/9/2021 0:00,คลองสีเสียด,8,หินตั้ง,เมือง,นครนายก,ภาคกลาง,747846,1580200,47,0,0,ท้องฟ้าโปร่ง อากาศดี
23,5985,17/9/2021 0:00,น้อยป่าแฝก,6,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,567099,1651968,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
24,12441,28/1/2022 0:00,แก่งใหญ่,12,แก่งดินสอ,นาดี,ปราจีนบุรี,ภาคตะวันออก,829258,1560721,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
25,14544,18/3/2022 0:00,ดงเสลา,2,องค์พระ,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,548500,1629928,47,15,0, วัดปริมาณน้ำฝนได้ 15 มม.
26,6970,6/10/2021 0:00,แม่พูล,3,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607895,1956529,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
27,6796,2/10/2021 0:00,นาคำ,6,บ้านก้อง,นายูง,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,832606,1980454,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
28,6797,2/10/2021 0:00,วังสวาบ,1,วังสวาบ,ภูผาม่าน,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,803212,1849698,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
29,6794,2/10/2021 0:00,ทุ่งเงิน,5,บ้านตูม,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,518070,1602318,47,25,0,วัดปริมาณน้ำฝนได้ 25 มม.
30,6795,2/10/2021 0:00,เขตรักษาพันธุ์สัตว์ป่าผาผึ้ง, , ทุ่งพระ,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,797636,1841807,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
31,6792,1/10/2021 0:00,ร่วมใจพัฒนา,2,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,558906,1391861,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
32,6793,2/10/2021 0:00,โนนอุดม,8,โคกสะอาด,น้ำขุ่น,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,488307,1599936,47,53,0,วัดปริมาณน้ำฝนได้ 53 มม
33,6790,1/10/2021 0:00,ด่านจันทร์,6,นิยมชัย,สระโบสถ์,ลพบุรี,ภาคกลาง,707140,1681525,47,0,0,ท้องฟ้าโปร่ง มีแดดออก
34,6791,1/10/2021 0:00,คลองสีเสียด,3,เขาเพิ่ม,บ้านนา,นครนายก,ภาคกลาง,724893,1588628,47,0,0,ท้องฟ้าโปร่ง มีแดดออก
35,13637,25/2/2022 0:00,ห้วยป่าปก,7,บ้านไร่,บ้านไร่,อุทัยธานี,ภาคเหนือ,552334,1666429,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
36,6798,2/10/2021 0:00,ห้วยเดื่อ,8,ศรีฐาน,ภูกระดึง,เลย,ภาคตะวันออกเฉียงเหนือ,803342,1863313,47,0,0,ท้องฟ้าโปร่ง มีแดดออก
37,6799,2/10/2021 0:00,บางซอย,7,คุระ,คุระบุรี,พังงา,ภาคใต้,440536,1020452,47,100,0,วัดปริมาณน้ำฝนได้ 100 มม.
38,2147,1/7/2021 0:00,ปากบอก,6,บ้านร้อง,งาว,ลำปาง,ภาคเหนือ,581392,2106559,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
39,14318,13/3/2022 0:00,เต่าไห,3,ท่าสัก,พิชัย,อุตรดิตถ์,ภาคเหนือ,618966,1924153,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
40,270,18/5/2021 0:00,  แม่คะ,1,แม่คะ,ฝาง,เชียงใหม่,ภาคเหนือ,521011,2194617,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
41,271,18/5/2021 0:00,  ร่องหาด,9,ห้วยข้าวก่ำ,จุน,พะเยา,ภาคเหนือ,617480,2138889,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
42,272,18/5/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,ท้องฟ้าแจ่มใส มีแดดออก อากาศร้อน
43,273,18/5/2021 0:00,  น้ำชุน,15,น้ำชุน,หล่มสัก,เพชรบูรณ์,ภาคเหนือ,731874,1854716,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
44,274,18/5/2021 0:00,  แม่ระมาด,5,แม่ระมาด,แม่ระมาด,ตาก,ภาคเหนือ,448545,1877643,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
45,275,18/5/2021 0:00,  ผาตั้ง,14,ปอ,เวียงแก่น,เชียงราย,ภาคเหนือ,655810,2205766,47,0,0,ท้องฟ้ามีเมฆมาก อากาศร้อนอบอ้าว
46,276,18/5/2021 0:00,ปงใต้,1,บ้านปง,หางดง,เชียงใหม่,ภาคเหนือ,488270,2072292,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
47,277,19/5/2021 0:00,  ตะโกล่าง,8,สวนผึ้ง,สวนผึ้ง,ราชบุรี,ภาคกลาง,521803,1511839,47,0,0,ท้องฟ้ามืดครึ้มอากาศร้อน
48,278,19/5/2021 0:00,  คันตะเคียน,2,มิตรภาพ,มวกเหล็ก,สระบุรี,ภาคกลาง,736368,1616578,47,0,0,ท้องฟ้าโปร่งอากาศร้อน
49,279,19/5/2021 0:00,  หุบตาอ้น,6,นิคมกระเสียว,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,557570,1644770,47,0,0,ท้องฟ้าโปร่งอากาศร้อน
50,12019,18/1/2022 0:00,น้ำพิ,3,ทุ่งช้าง,ทุ่งช้าง,น่าน,ภาคเหนือ,692301,2145376,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
51,12018,18/1/2022 0:00,   หาดรั่ว,6, วังชิ้น, วังชิ้น, แพร่,ภาคเหนือ,572289,1966917,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
52,12015,18/1/2022 0:00,ปางเกลือ,4,น้ำไคร้,น้ำปาด,อุตรดิตถ์,ภาคเหนือ,664532,1950822,47,3,0,วัดปริมาณน้ำฝนได้ 2.5 มม.
53,12014,18/1/2022 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607872,1959734,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
54,12017,18/1/2022 0:00,5,น้ำสิงห์ใต้,ท่าปลา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,643175,1964813,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
55,12016,18/1/2022 0:00,ทรายงาม,10,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,637358,1976685,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
56,12011,17/1/2022 0:00,คูสี่แจ,4,ดงรัก,ภูสิงห์,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,1056059,1606638,48,0,0,ท้องฟ้าโปร่ง อากาศเย็น
57,12010,17/1/2022 0:00,ตาดเสริม,1,บ้านม่วง,สังคม,หนองคาย,ภาคตะวันออกเฉียงเหนือ,837119,2009008,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
58,12013,18/1/2022 0:00,มหาราช,11,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607010,1961314,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
59,12012,18/1/2022 0:00,ท่าเรือ,6,นางพญา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,648886,1985204,47,13,0,วัดปริมาณน้ำฝนได้ 13 มม.
60,10709,17/12/2021 0:00,คลองคุ้ย,3,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,572580,854248,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
61,10708,17/12/2021 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
62,9528,23/11/2021 0:00,เต้าปูนหาย,4,สองสลึง,แกลง,ระยอง,ภาคตะวันออก,775230,1415786,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
63,9529,23/11/2021 0:00,คลองพา,4,คลองพา,ท่าชนะ,สุราษฎร์ธานี,ภาคใต้,509884,1061387,47,115,0,วัดปริมาณน้ำฝนได้ 115 มม.
64,9258,17/11/2021 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,41,0,วัดปริมาณน้ำฝนได้ 41 มม.
65,9259,17/11/2021 0:00,บางเมาะ,9,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,ภาคใต้,488579,1021008,47,40,0,วัดปริมาณน้ำฝนได้ 40 มม.
66,9256,17/11/2021 0:00,คลองตาโป,10,สิชล,สิชล,นครศรีธรรมราช,ภาคใต้,595371,997204,47,55,0,วัดปริมาณน้ำฝนได้ 55 มม.
67,9257,17/11/2021 0:00,  หูนบ,4,พิปูน,พิปูน,นครศรีธรรมราช,ภาคใต้,568439,944629,47,55,0,วัดปริมาณน้ำฝนได้ 55 มม.
68,9254,17/11/2021 0:00,  ดงหลุ่ม,3,นิยมชัย,สระโบสถ์,ลพบุรี,ภาคกลาง,709114,1686480,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
69,9255,17/11/2021 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,0,0,อากาศหนาว มีลมพัดแรง
70,9252,17/11/2021 0:00,ร่วมใจพัฒนา,2,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,558906,1391861,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
71,9253,17/11/2021 0:00,คั่นตะเคียน,2,มิตรภาพ,มวกเหล็ก,สระบุรี,ภาคกลาง,736368,1616578,47,0,0,ท้องฟ้าครึ้ม อากาศหนาว
72,9250,17/11/2021 0:00,คลองเพลิน,9,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,542524,1251673,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
73,9251,17/11/2021 0:00,ห้วยน้ำหนัก,6,ตะนาวศรี,สวนผึ้ง,ราชบุรี,ภาคกลาง,534653,1489785,47,0,0,ท้องฟ้าครึ้ม ฝนตกปรอยๆ
74,3282,26/7/2021 0:00,  ซับศิลาทอง,9,คลองไผ่,สีคิ้ว,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,771042,1643942,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
75,4644,24/8/2021 0:00,ห้วยโก๋น,1,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,ภาคเหนือ,716102,2165200,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
76,1212,9/6/2021 0:00,ห้วยน้ำผัก,6,แสงภา,นาแห้ว,เลย,ภาคตะวันออกเฉียงเหนือ,719962,1934793,47,0,0,ท้องฟ้าครึ้ม อากาศดี
77,10619,15/12/2021 0:00,งามตะโก,10,วังโป่ง,วังโป่ง,เพชรบูรณ์,ภาคเหนือ,696532,1811176,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
78,10618,15/12/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
79,14729,23/3/2022 0:00,ถ้ำผาตอง,6,ทต.ตำบลท่าสุด,เมือง,เชียงราย,ภาคเหนือ,594174,2220400,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
80,3519,31/7/2021 0:00,เกษตรศิริ,5,สำนักทอง,เมือง,ระยอง,ภาคตะวันออก,761705,1412578,0,0,0,ทองฟาครึ้ม มีฝนตกเล็กนอย
81,3518,31/7/2021 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,0,0,ทองฟามีเมฆ ไมมีฝน
82,1936,26/6/2021 0:00,ปากบอก,6,บ้านร้อง,งาว,ลำปาง,ภาคเหนือ,581386,2106611,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
83,3513,31/7/2021 0:00,สระยูง,11,เทพราช,สิชล,นครศรีธรรมราช,ภาคใต้,592174,982751,0,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
84,3512,31/7/2021 0:00,ห้วยซำ,8,ฉลอง,สิชล,นครศรีธรรมราช,ภาคใต้,593581,981737,0,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
85,3511,31/7/2021 0:00,ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
86,3510,31/7/2021 0:00,บางส้าน,2,หน้าเขา,เขาพนม,กระบี่,ภาคใต้,498068,918140,0,0,0,ทองฟาครึ้ม มีฝนตกปรอยๆ
87,3517,31/7/2021 0:00,ปากน้ำละแม,1,ละแม,ละแม,ชุมพร,ภาคใต้,0,0,0,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
88,3516,31/7/2021 0:00,สวนปราง,5,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,ภาคใต้,572273,992610,0,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
89,3515,31/7/2021 0:00,มะนัง,5,ปาล์มพัฒนา,มะนัง,สตูล,ภาคใต้,603652,783652,0,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
90,3514,31/7/2021 0:00,ท่าเขา,5,ลิพัง,ปะเหลียน,ตรัง,ภาคใต้,588986,790612,0,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
91,2688,13/7/2021 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,443403,967164,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
92,2689,13/7/2021 0:00,  ทุ่งดินลุ่ม,3,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,ภาคใต้,590081,780971,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
93,2684,13/7/2021 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
94,2685,13/7/2021 0:00,106.5 MHz, ,เขานิเวศน์,เมืองระนอง,ระนอง,ภาคใต้,460867,1107222,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
95,2686,13/7/2021 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
96,2687,13/7/2021 0:00, นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
97,2680,13/7/2021 0:00,สวนปราง,5,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,ภาคใต้,572273,992610,47,30,0,ท้องฟ้าแจ่มใส ไม่มีฝนตก
98,2681,13/7/2021 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,25,0,ท้องฟ้าแจ่มใส ไม่มีฝนตก
99,2682,13/7/2021 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
100,2683,13/7/2021 0:00,  ท่ามะปราง,6,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,571917,855159,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
101,14624,20/3/2022 0:00,ทุ่ง,1,เขาคราม,เมืองกระบี่,กระบี่,ภาคใต้,482158,907734,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
102,14625,20/3/2022 0:00,คลองหมวย,1,ลำสินธุ์,ศรีนครินทร์,พัทลุง,ภาคใต้,602219,836553,47,0,0,ท้องฟ้าแจ่มใส อากาศร้อน
103,13440,21/2/2022 0:00,ผักเฮือก,4, บ่อเกลือใต้, บ่อเกลือ, น่าน,ภาคเหนือ,726567,2111026,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
104,14627,20/3/2022 0:00,ห้วยเกษียรใหญ่,12,ดงขี้เหล็ก,เมืองปราจีนบุรี,ปราจีนบุรี,ภาคตะวันออก,763476,1566595,47,0,0, ท้องฟ้าโปร่ง เมื่อคืนฝนตกปรอยๆ
105,14620,20/3/2022 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
106,14621,20/3/2022 0:00, นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
107,14622,20/3/2022 0:00,บางเมาะ,9,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,ภาคใต้,488579,1021008,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
108,14623,20/3/2022 0:00,ห้วยน้ำแก้ว,6,หน้าเขา,เขาพนม,กระบี่,ภาคใต้,492306,919606,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
109,14628,20/3/2022 0:00,  เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,0,0,ท้องฟ้าโปร่ง มีเมฆเป็นส่วนใหญ่
110,14629,20/3/2022 0:00,หนองไม้หอม,5,ช้างทูน,บ่อไร่,ตราด,ภาคตะวันออก,879719,1401953,47,0,0,ท้องฟ้าโปร่ง มีเมฆเป็นส่วนใหญ่
111,99,14/5/2021 0:00,น้ำพอง,12,ศรีฐาน,ภูกระดึง,เลย,ภาคตะวันออกเฉียงเหนือ,803438,1862678,47,0,0,ท้องฟ้าโปร่ง มีแดดจ้า
112,98,14/5/2021 0:00, โคกกลาง,13,บ้านโคก,สุวรรณคูหา,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,840086,1942726,47,0,0,ท้องฟ้าครึ้ม ฝนกำลังตกหนัก
113,91,14/5/2021 0:00, คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,877177,1398849,47,30,0,ท้องฟ้าโปร่ง อากาศร้อน
114,90,14/5/2021 0:00, คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,876431,1399457,47,15,0,ท้องฟ้าโปร่ง อากาศร้อน
115,93,14/5/2021 0:00, มาบตารอด,7,ชากบก,บ้านค่าย,ระยอง,ภาคตะวันออก,757023,1414728,47,0,0,ท้องฟ้าโปร่ง มีแดดจ้า
116,92,14/5/2021 0:00, รื่นรมย์สามัคคี,9,สะตอ,เขาสมิง,ตราด,ภาคตะวันออก,875262,1389909,47,0,0,ท้องฟ้าโปร่ง อากาศดี
117,95,14/5/2021 0:00, ห้วยท่า,6,เลยวังไสย์,ภูหลวง,เลย,ภาคตะวันออกเฉียงเหนือ,767346,1887948,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
118,94,14/5/2021 0:00, น้ำใส,6,น้ำเป็น,เขาชะเมา,ระยอง,ภาคตะวันออก,794900,1428557,47,0,0,ท้องฟ้าโปร่ง มีแดดจ้า
119,97,14/5/2021 0:00, ตาดเสริม,1,บ้านม่วง,สังคม,หนองคาย,ภาคตะวันออกเฉียงเหนือ,837119,2009008,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
120,96,14/5/2021 0:00, แก้งขี้เหล็ก,9,นาจะหลวย,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,519409,1600002,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
121,14607,20/3/2022 0:00,ห้วยกล้า,18,วาวี,แม่สรวย,เชียงราย,ภาคเหนือ,554450,2193859,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
122,8265,28/10/2021 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,443403,967164,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
123,13058,12/2/2022 0:00,ทุ่งเพล,8,ฉมัน,มะขาม,จันทบุรี,ภาคตะวันออก,849529,1423281,47,0,0, ท้องฟ้าครึ้ม ไม่มีฝนตก
124,13059,12/2/2022 0:00,  เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
125,13052,12/2/2022 0:00,ชุมชนบ้านเหนือ,6,กะทู้,กะทู้,ภูเก็ต,ภาคใต้,425957,876508,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
126,13053,12/2/2022 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
127,13050,12/2/2022 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,443403,967164,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
128,13051,12/2/2022 0:00,เกาะขัน,4,กงหรา,กงหรา,พัทลุง,ภาคใต้,604277,826413,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
129,13056,12/2/2022 0:00,สามแยกน้ำเป็น,1,น้ำเป็น,เขาชะเมา,ระยอง,ภาคตะวันออก,796792,1420782,47,70,0, วัดปริมาณน้ำฝนได้ 70 มม.
130,13057,12/2/2022 0:00,ทดวงษ์สมบูรณ์,10,ทัพราช,ตาพระยา,สระแก้ว,ภาคตะวันออก,887664,1552661,47,0,0, ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
131,13054,12/2/2022 0:00,ปากแจ่ม,4,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,581786,869382,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
132,13055,12/2/2022 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
133,11664,9/1/2022 0:00,กล้วย,1,วังยาว,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,538647,1658687,47,0,0,ท้องฟ้าโปร่ง อากาศดี
134,13912,3/3/2022 0:00,สองสลึง,1,สองสลึง,แกลง,ระยอง,ภาคตะวันออก,777895,1408736,47,0,0, ท้องฟ้าครึ้ม ไม่มีฝนตก
135,15080,30/3/2022 0:00,แก่งใหญ่,12,แก่งดินสอ,นาดี,ปราจีนบุรี,ภาคตะวันออก,829258,1560721,47,0,0,ท้องฟ้าโปร่ง อากาศดี
