OBJECTID,RAIN_ID,DATE,VILLAGE,MOO,TAMBON,DISTRICT,PROVINCE,REGION,UTM_E,UTM_N,ZONE,RAIN_24_HR,RAIN_3_DAY,WEATHER
16021,15842,19/5/2022 0:00,ปงใต้,1,บ้านปง,หางดง,เชียงใหม่,ภาคเหนือ,488270,2072292,47,22,0,วัดปริมาณน้ำฝนได้ 22 มม.
16022,16044,23/5/2022 0:00,แก่งใหญ่,12,แก่งดินสอ,นาดี,ปราจีนบุรี,ภาคตะวันออก,829258,1560721,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
16023,15840,19/5/2022 0:00,ห้วยน้ำไหล,5,น้ำไคร้,น้ำปาด,อุตรดิตถ์,ภาคเหนือ,654087,1942963,47,32,0,วัดปริมาณน้ำฝนได้ 32 มม.
16024,15847,19/5/2022 0:00,ปางเติม,4,แม่สาบ,สะเมิง,เชียงใหม่,ภาคเหนือ,465789,2095895,47,5,0,วัดปริมาณน้ำฝนได้ 5 มม.
16025,15846,19/5/2022 0:00,น้ำหมันกลาง,3,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,638275,1964674,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16026,16040,23/5/2022 0:00,  คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,877177,1398849,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16027,16041,23/5/2022 0:00,คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,876431,1399457,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16028,16150,26/5/2022 0:00,ละว้า,3,ทองหลาง,ห้วยคต,อุทัยธานี,ภาคเหนือ,550406,1697699,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16029,15431,8/5/2022 0:00,  กุดตาเพชร,3,กุดตาเพชร,ลำสนธิ,ลพบุรี,ภาคกลาง,752581,1709984,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
16030,16151,26/5/2022 0:00,ในเขา,1,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,576027,852112,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16031,15456,8/5/2022 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,19,0,วัดปริมาณน้ำฝนได้ 19 มม.
16032,16042,23/5/2022 0:00,เกาะลอย,3,สะตอ,เขาสมิง,ตราด,ภาคตะวันออก,874017,1390242,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16033,16152,26/5/2022 0:00,บางซอย,7,คุระ,คุระบุรี,พังงา,ภาคใต้,440536,1020452,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16034,16141,26/5/2022 0:00,น้ำไคร้,1,น้ำไคร้,น้ำปาด,อุตรดิตถ์,ภาคเหนือ,657002,1943908,47,0,0,ท้องฟ้ามีเมฆมาก ไม่มีฝนตก
16035,16266,28/5/2022 0:00,เขตรักษาพันธุ์สัตว์ป่าภูเขียว,0,ทุ่งลุยลาย,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,774520,1812706,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16036,15571,11/5/2022 0:00,ห้วยป่าปก,7,บ้านไร่,บ้านไร่,อุทัยธานี,ภาคเหนือ,552334,1666429,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
16037,16153,26/5/2022 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16038,16267,29/5/2022 0:00,หัวดง,2,แม่พูล,ลับแล,อุรดิตถ์,ภาคเหนือ,608229,1957446,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16039,15508,9/5/2022 0:00,โป่งเจริญ,12,ท่ากระดาน,สนามชัยเขต,ฉะเชิงเทรา,ภาคตะวันออก,792227,1504540,47,0,0,ท้องฟ้าโปร่ง เมื่อวานมีฝนตก
16040,16403,31/5/2022 0:00,ป่าร่อน,6,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,545984,1250447,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16041,15509,9/5/2022 0:00,แก่งใหญ่,12,แก่งดินสอ,นาดี,ปราจีนบุรี,ภาคตะวันออก,828796,1558848,47,0,0,ท้องฟ้าโปร่ง เมื่อวานมีฝนตก
16042,15435,8/5/2022 0:00,ศรีนาวา,2,ศรีนาวา,เมือง,นครนายก,ภาคกลาง,742990,1572045,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
16043,16043,23/5/2022 0:00,หนองไม้หอม,5,ช้างทูน,บ่อไร่,ตราด,ภาคตะวันออก,879719,1401953,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
16044,15722,16/5/2022 0:00,แม่คำหล้า,13,บ้านร้อง,งาว,ลำปาง,ภาคเหนือ,583099,2094330,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อน
16045,15168,1/5/2022 0:00,ทับสมิงคลา,11,คลองพา,ท่าชนะ,สุราษฎร์ธานี,ภาคใต้,490702,1067234,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
16046,15169,1/5/2022 0:00,บางสาน,4,พนม,พนม,สุราษฎร์ธานี,ภาคใต้,476241,971809,47,28,0,วัดปริมาณน้ำฝนได้ 28 มม.
16047,15603,13/5/2022 0:00,3,0,ฝายหลวง,ลับแล,อุตรดิตถ์,ภาคเหนือ,605956,1950700,47,45,0,วัดปริมาณน้ำฝนได้ 45 มม.
16048,15602,13/5/2022 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,50,0,วัดปริมาณน้ำฝนได้ 50 มม.
16049,15605,13/5/2022 0:00,มหาราช,11,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607010,1961314,47,33,0,วัดปริมาณน้ำฝนได้ 33 มม.
16050,15604,13/5/2022 0:00,ถ้ำน้ำบัง,8,นายม,เมือง,เพชรบูรณ์,ภาคเหนือ,728405,1797187,47,40,0,วัดปริมาณน้ำฝนได้ 40 มม.
16051,15607,13/5/2022 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิดถ์,ภาคเหนือ,607446,1959576,47,25,0,วัดปริมาณน้ำฝนได้ 25 มม.
16052,15606,13/5/2022 0:00,   หาดรั่ว,6,วังชิ้น,วังชิ้น,แพร่,ภาคเหนือ,572289,1966917,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16053,15160,1/5/2022 0:00,ค้างตะนะ,6,บ่อเหล็กลอง,ลอง,แพร่,ภาคเหนือ,575159,1991435,47,19,0,วัดปริมาณน้ำฝนได้ 19 มม.
16054,15161,1/5/2022 0:00,   ดอยแช่,3,ทากาศ,แม่ทา,ลำพูน,ภาคเหนือ,500787,2036675,47,13,0,วัดปริมาณน้ำฝนได้ 13 มม.
16055,15162,1/5/2022 0:00,รร.แม่สะเรียง บริพัตรศึกษา,12,บ้านกาศ,แม่สะเรียง,แม่ฮ่องสอน,ภาคเหนือ,385779,2010436,47,0,0,ท้องฟ้าครึ้ม เมื่อวานฝนตกหนัก
16056,15163,1/5/2022 0:00,ท่าเรือ,6,นางพญา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,648886,1985204,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16057,15164,1/5/2022 0:00,ปงใต้,1,บ้านปง,หางดง,เชียงใหม่,ภาคเหนือ,488270,2072292,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
16058,16332,30/5/2022 0:00,นายาว,1,ละอุ่นเหนือ,ละอุ่น,ระนอง,ภาคใต้,474956,1114448,47,35,0,วัดปริมาณน้ำฝนได้ 35 มม.
16059,15166,1/5/2022 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16060,15167,1/5/2022 0:00,คลองสง,13,ละแม,ละแม,ชุมพร,ภาคใต้,495612,1076666,47,70,0,วัดปริมาณน้ำฝนได้ 70 มม.
16061,15502,9/5/2022 0:00,ห้วยกลาง,7,กะทูน,พิปูน,นครศรีธรรมราช,ภาคใต้,554613,949101,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16062,15876,19/5/2022 0:00,หนองไม้หอม,5,ช้างทูน,บ่อไร่,ตราด,ภาคตะวันออก,879719,1401953,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16063,16333,30/5/2022 0:00,แสนสุข,7,พนม,พนม,สุราษฎร์ธานี,ภาคใต้,477054,976920,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
16064,16013,23/5/2022 0:00,แม่วะหลวง,3,แม่วะหลวง,ท่าสองยาง,ตาก,ภาคเหนือ,389743,1962831,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
16065,15768,17/5/2022 0:00,นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16066,15769,17/5/2022 0:00,นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16067,15766,17/5/2022 0:00,ทุ่ง,1,เขาคราม,เมืองกระบี่,กระบี่,ภาคใต้,482158,907734,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
16068,15767,17/5/2022 0:00,ท่ามะปราง,6,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,571917,855159,47,29,0,วัดปริมาณน้ำฝนได้ 29 มม.
16069,16345,30/5/2022 0:00,น้ำใส,2,น้ำเป็น,เขาชะเมา,ระยอง,ภาคตะวันออก,795951,1426171,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16070,15765,17/5/2022 0:00,ค่ายรวมมิตร,8,ทุ่งนุ้ย,ควนกาหลง,สตูล,ภาคใต้,624867,762947,47,35,0,วัดปริมาณน้ำฝนได้ 35 มม.
16071,15762,17/5/2022 0:00,เอิน,5,แม่สา,เวียงสา,น่าน,ภาคเหนือ,677386,2054368,47,0,0,ท้องฟ้าโปร่ง  ไม่มีฝนตก
16072,15763,17/5/2022 0:00,ปากน้ำปอย,16,วังนกแอ่น,วังทอง,พิษณุโลก,ภาคเหนือ,687524,1862305,47,0,0,ท้องฟ้าโปร่ง  ไม่มีฝนตก
16073,15760,17/5/2022 0:00,ร่องขุนเหนือ,9,บ้านตาล,ขุนตาล,เชียงราย,ภาคเหนือ,633648,2196571,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
16074,15761,17/5/2022 0:00,ปงใต้,1,บ้านปง,หางดง,เชียงใหม่,ภาคเหนือ,488270,2072292,47,0,0,ท้องฟ้าโปร่ง  ไม่มีฝนตก
16075,15501,9/5/2022 0:00,ต่อตั้ง,1,ปากทรง,พะโต๊ะ,ชุมพร,ภาคใต้,473455,1078413,47,4,0,วัดปริมาณน้ำฝนได้ 4 มม.
16076,16129,25/5/2022 0:00,ทุ่งเพล,8,ฉมัน,มะขาม,จันทบุรี,ภาคตะวันออก,849529,1423281,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16077,15976,21/5/2022 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,26,0,วัดปริมาณน้ำฝนได้ 25 มม.
16078,15506,9/5/2022 0:00,  คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,877177,1398849,47,3,0,วัดปริมาณน้ำฝนได้ 3 มม.
16079,15888,19/5/2022 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,0,0,ท้องฟ้าโปร่ง  ไม่มีฝนตก
16080,15507,9/5/2022 0:00,เนินขาม,11,ทัพราช,ตาพระยา,สระแก้ว,ภาคตะวันออก,886838,1554557,47,0,0,ท้องฟ้าโปร่ง เมื่อคืนมีฝนตก
16081,16288,29/5/2022 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,12,0,วัดปริมาณน้ำฝนได้ 12 มม.
16082,16289,29/5/2022 0:00,หาดพริก,6,วิสัยใต้,สวี,ชุมพร,ภาคใต้,502802,1146891,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16083,16163,26/5/2022 0:00,ห้วยกลาง,7,กะทูน,พิปูน,นครศรีธรรมราช,ภาคใต้,554664,949129,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16084,16162,26/5/2022 0:00,กระบี่น้อย,6,กระบี่น้อย,เมืองกระบี่,กระบี่,ภาคใต้,496256,898222,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16085,16165,26/5/2022 0:00,วัดประดู่,2,ท่าอุแท,กาญจนดิษฐ์,สุราษฎร์ธานี,ภาคใต้,567884,1018027,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16086,16268,29/5/2022 0:00,ค้างตะนะ,6,บ่อเหล็กลอง,ลอง,แพร่,ภาคเหนือ,575159,1991435,47,5,0,วัดปริมาณน้ำฝนได้ 5 มม.
16087,15488,9/5/2022 0:00,นากอก,1,ภูฟ้า,บ่อเกลือ,น่าน,ภาคเหนือ,728489,2106110,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16088,16166,26/5/2022 0:00,กระบกคู่,18,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,ภาคตะวันออก,778684,1489067,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16089,16280,29/5/2022 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,444088,966626,47,67,0,วัดปริมาณน้ำฝนได้ 67 มม.
16090,16281,29/5/2022 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,38,0,วัดปริมาณน้ำฝนได้ 38 มม.
16091,16282,29/5/2022 0:00,ท่ามะปราง,6,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,571917,855159,47,29,0,วัดปริมาณน้ำฝนได้ 29 มม.
16092,16283,29/5/2022 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,25,0,วัดปริมาณน้ำฝนได้ 25 มม.
16093,16284,29/5/2022 0:00,ท่าลานทอง,4,คุริง,ท่าแซะ,ชุมพร,ภาคใต้,508854,1192000,47,23,0,วัดปริมาณน้ำฝนได้ 23 มม.
16094,16285,29/5/2022 0:00,คลองสง,13,ละแม,ละแม,ชุมพร,ภาคใต้,495612,1076666,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16095,16286,29/5/2022 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16096,16287,29/5/2022 0:00,นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16097,15933,20/5/2022 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,155,0,วัดปริมาณน้ำฝนได้ 155 มม.
16098,15932,20/5/2022 0:00,หนองขาหยั่ง,5,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,ภาคตะวันออก,787798,1475011,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16099,16128,25/5/2022 0:00,ห้างญวน,5,ห้วยยาง,แกลง,ระยอง,ภาคตะวันออก,775037,1417072,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16100,15941,20/5/2022 0:00,เขตรักษาพันธุ์สัตว์ป่าผาผึ้ง,0,ทุ่งพระ,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,797636,1841807,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16101,15937,20/5/2022 0:00,ป่าผาก,2,วังยาว,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,542136,1657987,47,0,0,ท้องฟ้าครึ้ม มีเมฆมาก
16102,15936,20/5/2022 0:00,ห้วยน้ำหนัก,6,ตะนาวศรี,สวนผึ้ง,ราชบุรี,ภาคกลาง,534653,1489785,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16103,15935,20/5/2022 0:00,โนนบก,12,สาริกา,เมือง,นครนายก,ภาคกลาง,742282,1578439,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16104,15934,20/5/2022 0:00,โป่งสามหัว,2,บ้านใหม่สามัคคี,ชัยบาดาล,ลพบุรี,ภาคกลาง,721052,1687001,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16105,15939,20/5/2022 0:00,ทุ่งเงิน,5,บ้านตูม,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,518070,1602318,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
16106,15938,20/5/2022 0:00,เขาวงพระจันทร์,3,หนองฝ้าย,เลาขวัญ,กาญจนบุรี,ภาคกลาง,566066,1626233,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16107,15874,19/5/2022 0:00,เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,779811,1463539,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16108,16247,28/5/2022 0:00,ในเขา,1,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,576027,852112,47,5,0,วัดปริมาณน้ำฝนได้ 5 มม.
16109,16309,30/5/2022 0:00,มหาราช,11,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607010,1961314,47,11,0,วัดปริมาณน้ำฝนได้ 11 มม.
16110,16308,30/5/2022 0:00,ผักเฮือก,4,บ่อเกลือใต้,บ่อเกลือ,น่าน,ภาคเหนือ,726567,2111026,47,73,0,วัดปริมาณน้ำฝนได้ 73 มม.
16111,16264,28/5/2022 0:00,ทุ่งเงิน,5,บ้านตูม,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,518070,1602318,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
16112,16265,28/5/2022 0:00,สีวิเชียร,10,สีวิเชียร,น้ำยืน,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,502486,1601891,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16113,16262,28/5/2022 0:00,มะเดื่อทอง,5,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,ภาคกลาง,560742,1278267,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16114,16263,28/5/2022 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16115,16260,28/5/2022 0:00,โป่งกระทิงบน,1,บ้านบึง,บ้านคา,ราชบุรี,ภาคกลาง,548650,1475440,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16116,16261,28/5/2022 0:00,ร่วมใจพัฒนา,2,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,558906,1391861,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16117,16301,29/5/2022 0:00,ร่วมใจพัฒนา,2,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,558906,1391861,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16118,15503,9/5/2022 0:00,กลาง,2,คุระ,คุระบุรี,พังงา,ภาคใต้,438092,1018759,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
16119,16303,29/5/2022 0:00,หนองแหน,6,ชะอม,แก่งคอย,สระบุรี,ภาคกลาง,724490,1594214,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16120,16302,29/5/2022 0:00,  เขาไม้ไผ่,7,เขาเพิ่ม,บ้านนา,นครนายก,ภาคกลาง,723035,1591356,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16121,16305,29/5/2022 0:00,ซับศรีจันทร์,2,คลองไผ่,สีคิ้ว,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,774151,1645582,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16122,16304,29/5/2022 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16123,16307,29/5/2022 0:00,คำขุนราษฎร์,17,ห้วยข่า,บุณฑริก,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,540387,1616887,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16124,16306,29/5/2022 0:00,นาแปน,2,ศรีฐาน,ภูกระดึง,เลย,ภาคตะวันออกเฉียงเหนือ,804467,1871655,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16125,16037,23/5/2022 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16126,15698,15/5/2022 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16127,15699,15/5/2022 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16128,16323,30/5/2022 0:00,ในเหล,3,เหล,กะปง,พังงา,ภาคใต้,438579,969858,47,155,0,วัดปริมาณน้ำฝนได้ 155 มม.
16129,15692,15/5/2022 0:00,ห้วยโก๋น,1,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,ภาคเหนือ,716102,2165200,47,0,0,ท้องฟ้าโปร่ง อากาศร้อนจัด
16130,15693,15/5/2022 0:00,บางสาน,4,พนม,พนม,สุราษฎร์ธานี,ภาคใต้,476241,971809,47,38,0,วัดปริมาณน้ำฝนได้ 38 มม
16131,15690,15/5/2022 0:00,ท่าเรือ,6,นางพญา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,648886,1985204,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16132,15691,15/5/2022 0:00,ร่องหาด,9,ห้วยข้าวก่ำ,จุน,พะเยา,ภาคเหนือ,617480,2138889,47,0,0,ท้องฟ้าโปร่ง อากาศร้อนจัด
16133,15875,19/5/2022 0:00,เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
16134,15697,15/5/2022 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,444088,966626,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16135,15694,15/5/2022 0:00,หน้าเขา,5,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,573613,852585,47,28,0,วัดปริมาณน้ำฝนได้ 28 มม
16136,15695,15/5/2022 0:00,บางเมาะ,9,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,ภาคใต้,488579,1021008,47,13,0,วัดปริมาณน้ำฝนได้ 13 มม
16137,15591,11/5/2022 0:00,หนองหว้า,6,ชากบก,บ้านค่าย,ระยอง,ภาคตะวันออก,756060,1415887,47,0,0,ท้องฟ้าหลัว มีฝนตกปรอยๆ
16138,15590,11/5/2022 0:00,  เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,5,0,วัดปริมาณน้ำฝนได้ 5 มม.
16139,15593,11/5/2022 0:00,หนองตะแบก,7,สะพานหิน,นาดี,ปราจีนบุรี,ภาคตะวันออก,790720,1563823,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16140,15592,11/5/2022 0:00,คลองหิน,1,ห้วยทับมอญ,เขาชะเมา,ระยอง,ภาคตะวันออก,790991,1435324,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16141,15595,13/5/2022 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
16142,15594,13/5/2022 0:00,  แข้ด่อน,1,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,511857,1593073,48,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
16143,15597,13/5/2022 0:00,ลิ่นถิ่น,4,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,478894,1610392,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16144,15596,13/5/2022 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16145,15599,13/5/2022 0:00,โป่งสามหัว,2,บ้านใหม่สามัคคี,ชัยบาดาล,ลพบุรี,ภาคกลาง,721052,1687001,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
16146,15598,13/5/2022 0:00,สบกเขียว,6,ศรีนาวา,เมือง,นครนายก,ภาคกลาง,744563,1571372,47,0,0,ท้องฟ้าครึ้ม อากาศเย็น
16147,15521,10/5/2022 0:00,มหาราช,11,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607010,1961314,47,48,0,วัดปริมาณน้ำฝนได้ 48 มม.
16148,15985,21/5/2022 0:00,บางหละ,10,คุระ,คุระบุรี,พังงา,ภาคใต้,433078,1018095,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
16149,15982,21/5/2022 0:00,หน้าเขา,5,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,573613,852585,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16150,15983,21/5/2022 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16151,15980,21/5/2022 0:00,ในอ่าว,4,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,ภาคใต้,565726,997371,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
16152,15981,21/5/2022 0:00,หาดพริก,6,วิสัยใต้,สวี,ชุมพร,ภาคใต้,502802,1146891,47,19,0,วัดปริมาณน้ำฝนได้ 19 มม.
16153,16200,27/5/2022 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
16154,16225,27/5/2022 0:00,เขตรักษาพันธุ์สัตว์ป่าภูเขียว,0,ทุ่งลุยลาย,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,774520,1812706,47,6,0,วัดปริมาณน้ำฝนได้ 6 มม.
16155,16201,27/5/2022 0:00,หาดพริก,6,วิสัยใต้,สวี,ชุมพร,ภาคใต้,502802,1146891,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
