OBJECTID,Event_ID,Geohaz_T,Geohaz_E,DATE,TIME,LATITUDE,LONGITUDE,UTM_E,UTM_N,ZONE,MAGNITUDE,DEPTH_KM,F_ZONE_T,F_ZONE_E,LOCATION,BAN,TAMBON,DISTRICT,PROVINCE,Geo_haz_T,Geo_haz_E,LS_Type_T,LS_Type_E,Effect
366,387,ดินถล่ม,Landslide,00:00.0,0:00:00,19.25800721,100.4908081,656677,2130048,47N,,,,,หลวงหมายเลข 1188 (ห้วยกอก – ห้วยอ่วม),,ผาช้างน้อย,ปง,พะเยา,,,,,ดินไหลปิดทับคันทางเป็นแห่งๆ บริเวณหลักกิโลเมตรที่ 38-41 ส่งผลให้การจราจรผ่านได้ไม่สะดวก
576,564,ดินถล่ม,Landslide,00:00.0,0:00:00,9.88121936,99.00333068,500365,1092280,47,,,,,,,หาดยาย,หลังสวน ,ชุมพร,,,,,ดินไหลลงมาปิดทับบ้านเรือนประชาชนเสียหายบางส่วน
458,360,ดินถล่ม,Landslide,00:00.0,0:00:00,8.31928441,98.4000307,433935,919645,47N,,,,,ถนนเพชรเกษม สายพังงา-โคกกลอย,,กะไหล,ตะกั่วทุ่ง,พังงา,,,,,ดินไหลปิดทับถนนเพชรเกษม สายพังงา-โคกกลอย บริเวณ กม.ที่ 858 + 150
388,376,ดินถล่ม,Landslide,00:00.0,0:00:00,18.48476104,99.18771305,519816,2043829,47N,,,,,,ทาปลาดุก,ทาปลาดุก,แม่ทา,ลำพูน,,,,,ดินไหลปิดทับเส้นทางถนนลาดยาง ความยาว 150 เมตร ส่งผลให้รถไม่สามารถสัญจรได้ชั่วคราว
375,244,ดินถล่ม,Landslide,00:00.0,0:00:00,19.12,99.33,534707,2114138,47N,,,,,โรงเรียนปางมะกาด,,แม่เจดีย์,เวียงป่าเป้า,เชียงราย,,,,,ดินไหล ขนาด กว้าง 20 เมตร สูง 6 เมตร ทำให้อาคารเรียนได้รับความเสียหาย
18,9,ดินถล่ม,Landslide,00:00.0,0:00:00,17.68,98.11,405751,1954859,47,,,,,,สบโขง,แม่สวด,สบเมย,แม่ฮ่องสอน,หินแกรนิต,Granite,,,มีผู้ประสบภัย 400 คน 120 ครัวเรือน บ้านเรือนเสียหาย 100 หลัง
171,143,หลุมยุบ,Sinkhole,00:00.0,0:00:00,10.09702091,98.86501818,485210,1116142,47,,,,,ริมถนน,ในหุบ,เขาค่าย,สวี,ชุมพร,หินปูน,Limestone,,,หลุมยุบมีขนาดกว้าง 4.2 เมตร ยาว 5.5 เมตร ลึก 3.2 เมตร
49,28,ดินถล่ม,Landslide,00:00.0,0:00:00,9.08,99.83,590765,1003479,47,,,,,เขาหลวง,เขาหลัก,ทุ่งใส,สิชล,นครศรีธรรมราช,หินแกรนิต,Granite,,,มีบ้านเรือนเสียหาย จำนวน 2 หลัง
411,251,ดินถล่ม,Landslide,00:00.0,0:00:00,8.08277224,100.1996449,632182,893643,47N,,,,,,,เขาพระบาท,เชียรใหญ่,นครศรีธรรมราช,,,,,ดินไหลมีเศษดินปนเศษหินจากยอดเขาที่ระดับความสูงประมาณ 170 เมตร
435,500,ดินถล่ม,Landslide,00:00.0,0:00:00,10.65096595,98.86957209,485735,1177390,47N,,,,,,รังแตนใต้,จ.ป.ร,กระบุรี,ระนอง,,,,,ดินไหลปิดทับเส้นทางจราจร ไม่สามารถสัญจรได้
79,198,หลุมยุบ,Sinkhole,00:00.0,0:00:00,16.54266699,100.698685,681269,1829729,47,,,,,,บ้างมุง,บ้านมุง,เนินมะปราง,พิษณุโลก,หินปูน,Limestone,,,หลุมยุบเส้นผ่าศูนย์กลาง 6 เมตร ลึก 2.4 เมตร
262,288,ดินถล่ม,Landslide,00:00.0,0:00:00,18.25,98.03,397454,2018116,47N,,,,,,แม่อุมลองหลวง,ป่าแป๋,แม่สะเรียง,แม่ฮ่องสอน,,,,,ดินไหลปิดทับเส้นทางระหว่างหมู่ที่ 1 และ หมู่ที่ 3 และมีรถถูกกระแสน้ำพัดไปได้รับความเสียหาย 2 คัน
155,189,หลุมยุบ,Sinkhole,00:00.0,0:00:00,14.57350555,98.59416958,456285,1611194,47,,,,,โรงเรียนบ้านไร่ป้า,ไร่ป้า,ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 6 เมตร ลึก ประมาณ 6.5 เมตร
461,409,ดินถล่ม,Landslide,00:00.0,0:00:00,6.14471737,101.1927499,742663,679699,47N,,,,,,มายอ,ธารโต,ธารโต,ยะลา,,,,,ดินไหลทำให้บ้านเรือนพังเสียหายจำนวน 1 หลัง เสียชีวิต 1 ราย บาดเจ็บ 2 ราย
324,379,ดินถล่ม,Landslide,00:00.0,0:00:00,14.788896,98.67008949,464497,1635003,47N,,,,,,อู่ลอง,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,,,,,ดินไหลปิดทับเส้นทางสายทองผาภูมิ - อำเภอสังขละบุรี เป็นระยะทางยาว 100 เมตร กม.ที่ 7-8
522,470,ดินถล่ม,Landslide,00:00.0,0:00:00,14.47251179,104.1550551,1061511,1609339,47N,,,,,,สันติสุข,ดงรัก,ภูสิงห์,ศรีสะเกษ,,,,,ดินไหลและมีน้ำป่าไหลหลาก บริเวณลำน้ำคลองพูล ทำให้พื้นที่การเกษตรได้รับความเสียหาย
303,313,ดินถล่ม,Landslide,00:00.0,0:00:00,7.82560764,99.68071205,575047,865079,47N,,,,,,ท่างิ้ว,ท่างิ้ว,ห้วยยอด,ตรัง,,,,,ดินไหลลงมาทับถนน ไม่สามารถสัญจรได้
371,249,ดินถล่ม,Landslide,00:00.0,0:00:00,19.48,98.29,425487,2154093,47N,,,,,ถนนสายอำเภอปางมะผ้า - อำเภอปาย,,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,,,,,ดินไหลลงมาปิดเส้นทาง ความกว้างประมาณ 10 เมตร สูง 20 เมตร
476,473,ดินถล่ม,Landslide,00:00.0,0:00:00,7.93634088,98.27793657,420414,877329,47N,,,,,ถนนสายหาดป่าตอง – กมลา,,กมลา,กะทู้,ภูเก็ต,,,,,ดินไหลลงปิดทับเส้นทางการจราจรหลายจุด และมีน้ำกัดเซาะถนนและคอสะพานชำรุด 2 จุด
232,498,ดินถล่ม,Landslide,00:00.0,0:00:00,11.75222755,102.8970363,925889,1300241,47N,,,,,ถนนสาย 3 คลองใหญ่-หาดเล็ก,,หาดเล็ก,คลองใหญ่,ตราด,,,,,ดินไหลปิดเส้นทางจราจร  ทำให้รถยนต์ไม่สามารถสัญจรได้
163,91,แผ่นดินไหว,Earthquake,00:00.0,4:38:00,19.72,99.47,549251,2180565,47,3.6,,แม่ลาว,MAE LAO,,,,แม่สรวย,เชียงราย,,,,,รู้สึกสั่นไหวที่บริเวณ อำเภอแม่สรวย จังหวัดเชียงราย
184,238,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.79970493,99.42323905,546546,972735,47,,,,,สวนยางพารา,วังศิลาอดิเรกสาร,เพิ่มพูนทรัพย์,บ้านนาสาร,สุราษฎร์ธานี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 10 เมตร ลึก 6 เมตร มีผู้เสียชีวิต 1 ราย
156,221,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.45807848,98.56310925,451910,934967,47,,,,,,บางเตย,บางเตย,เมือง,พังงา,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 4 เมตร ลึก 3.20 เมตร
199,42,ดินถล่ม,Landslide,00:00.0,4:00:00,20.07,99.6,562736,2219340,47,,,,,,อาดี่,แม่ยาว,เมือง,เชียงราย,หินดินดาน,Shale,,,บ้านเรือนเสียหาย 14 หลังคาเรือน
126,30,ดินถล่ม,Landslide,00:00.0,0:00:00,9.11,99.88,596890,1007319,47,,,,,เขาหลวง,ในเพลา,ขนอม,ขนอม,นครศรีธรรมราช,หินแกรนิต,Granite,,,มีพระสงฆ์มรณภาพ 2 รูป
244,407,ดินถล่ม,Landslide,00:00.0,0:00:00,8.18655986,98.29755522,422624,904989,47N,,,,,ถนนบายพาสเข้า-ออกเมือง,,ไม้ขาว,ถลาง,ภูเก็ต,,,,,ดินไหลบริเวณหลักกิโลเมตรที่ 3+950 ส่งผลให้ต้องปิดถนน 1 ช่องจราจร
463,274,ดินถล่ม,Landslide,00:00.0,0:00:00,7.89554252,98.30061119,422906,872814,47N,,,,,ถนน 50 ปี,,ป่าตอง,กะทู้,ภูเก็ต,,,,,ดินไหลทับคนงานก่อสร้างที่อยู่ระหว่างกำแพงกันดินกับลาดเขา เสียชีวิต 3 ราย
321,399,ดินถล่ม,Landslide,00:00.0,0:00:00,19.10926261,101.1526533,726460,2114310,47N,,,,,เส้นทางหลักลาย - บ้านเวร,บ่อ,บ่อเกลือใต้,บ่อเกลือ,น่าน,,,,,ดินไหลเป็นแนวยาวไปตามถนน 50 เมตร ส่งผลให้บ้านเรือนประชาชนได้รับผลกระทบ 2 หลัง
485,327,ดินถล่ม,Landslide,00:00.0,0:00:00,6.10025105,101.1844528,741765,674776,47N,,,,,,คอกช้าง,บ้านแหร,ธารโต,ยะลา,,,,,ดินไหลภูเขาลงมาปิดทับเส้นทางการจราจรบนทางหลวงสาย 410 (ยะลา-เบตง) บริเวณ กม.ที่ 59
425,347,ดินถล่ม,Landslide,00:00.0,0:00:00,19.81,99.56,558877,2120838,47N,,,,,,ดอยช้าง,วังเหนือ,วังเหนือ,ลำปาง,,,,,ดินไหลปิดเส้นทางเข้า-ออกหมู่บ้าน และมีบ้านเรือนเสียหายแตกร้าว 10 หลัง
486,324,ดินถล่ม,Landslide,00:00.0,0:00:00,8.16463473,99.86905494,595733,902601,47N,,,,,,เขาช้างสี,ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช,,,,,ดินไหลปิดทับเส้นทางสายลานสกา-ร่อนพิบูลย์ ทำให้รถสัญจรได้ไม่สะดวก
228,41,ดินถล่ม,Landslide,00:00.0,0:00:00,17.73,97.98,391852,1960607,47,,,,,,เคาะทีโค๊ะ,แม่วะหลวง,ท่าสองยาง,ตาก,หินดินดาน,Shale,,,มีผู้เสียชีวิต 2 ราย บาดเจ็บ 1 คน บ้านเรือนเสียหาย 3 หลัง
356,305,ดินถล่ม,Landslide,00:00.0,0:00:00,12.111162,108.270072,856008,1340979,47N,,,,,โรงแรมเคซี แกรนด์ รีสอร์ท,หาดทรายขาว,เกาะช้าง,เกาะช้าง,ตราด,,,,,ดินไหลตามแนวร่องน้ำไหลจากเขาลงสู่ทะเล เมื่อมีฝนตกหนัก จึงเคลื่อนตัวลงมาทับบังกะโลและบ้านพักคนงานเสียหาย 6 หลัง มีผู้เสียชีวิต 1 ราย และบาดเจ็บ 1 คน
26,210,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.31666426,102.1418053,835507,1916300,47,,,,,ไร่อ้อย,ด่านช้าง,ด่านช้าง,นากลาง,หนองบัวลำภู,หินปูน,Limestone,,,หลุมยุบจำนวน 18 หลุม มีขนาดความกว้างตั้งแต่ 2-8 เมตร ลึกตั้งแต่ 0.2 – 3.6 เมตร
546,593,ดินถล่ม,Landslide,00:00.0,0:00:00,19.19092034,98.89896233,489378,2121956,47,,,,,หน้าปางช้างโชคชัย,แม่ตะมาน ,กึ้ดช้าง ,แม่แตง ,เชียงใหม่,,,,,ดินไหลทำให้มีเสาไฟฟ้าแรงสูงล้ม 3 ต้น กีดขวางการจราจร
533,591,ดินถล่ม,Landslide,00:00.0,0:00:00,18.83433247,98.89794319,489248,2082500,47,,,,,,ขุนช่างเคี่ยน ,ช้างเผือก,เมือง,เชียงใหม่,,,,,ดินไหลทำให้มีเศษดินและต้นไม้ล้มขวางเส้นทางการจราจร ไม่สามารถสัญจรผ่านไปได้
52,220,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.08818171,99.39215492,543206,894067,47,,,,,,เขาดิน,ดินอุดม,ลำทับ,กระบี่,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3.5 เมตร ลึก 2 เมตร
509,484,ดินถล่ม,Landslide,00:00.0,0:00:00,19.57,98,709805,2165125,47N,,,,,,ห้วยผึ้ง,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
181,159,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.05175068,99.8084304,589284,779547,47,,,,,,เขาแดง,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 0.30 เมตร ลึก 10 เมตรจากผิวดิน
555,543,ดินถล่ม,Landslide,00:00.0,0:00:00,10.17930223,98.76972729,474777,1125246,47,,,,,,บางแก้วน้อย ,บางแก้ว,ละอุ่น,ระนอง,,,,,ดินไหลปิดทับเส้นทางส่งผลให้รถยนต์ไม่สามารถสัญจรได้ ๑ ช่องทาง 
543,557,ดินถล่ม,Landslide,00:00.0,0:00:00,10.18625681,98.76363449,474110,1126015,47,,,,,,บางแก้วน้อย ,บางแก้ว,ละอุ่น,ระนอง,,,,,ดินไหลทำให้เสาไฟฟ้าล้มจำนวน 1 ต้น 
328,478,ดินถล่ม,Landslide,00:00.0,0:00:00,19.18,101.13,723980,2122112,47N,,,,,,ก่อก๋วง,บ่อเกลือใต้,บ่อเกลือ,น่าน,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
403,456,ดินถล่ม,Landslide,00:00.0,0:00:00,17.08,98.83,481912,1888412,47N,,,,,,ม้งใหม่พัฒนา,ท้องฟ้า,บ้านตาก,ตาก,,,,,ดินไหลจากไหล่เขาลงมาทับบ้านพักไม่มีเลขที่ ทำให้มีผู้เสียชีวิต 1 ราย
298,293,ดินถล่ม,Landslide,00:00.0,0:00:00,8.72614091,99.68635159,575497,964643,47N,,,,,,สองแพรก,นบพิตำ,นบพิตำ,นครศรีธรรมราช,,,,,ดินไหลปิดทับเส้นทางหลายจุดที่บ้านสองแพรก ทำให้รถสัญจรได้ไม่สะดวกชั่วคราว
225,79,แผ่นดินไหว,Earthquake,00:00.0,18:02:00,19.62,99.73,576545,2169595,47,3,,พะเยา,PHA YAO,,,,พาน,เชียงราย,,,,,รู้สึกสั่นไหวบริเวณ ตำบลเมืองพาน อำเภอพาน จังหวัดเชียงราย
312,392,ดินถล่ม,Landslide,00:00.0,0:00:00,13.37636788,99.27706812,529999,1478774,47N,,,,,,ห้วยน้ำหนัก,ตะนาวศรี,สวนผึ้ง,ราชบุรี,,,,,ดินไหลและน้ำป่าไหลหลาก ทำให้ไหล่ทางชำรุด รถสัญจรไปมาไม่สะดวก และเสาไฟฟ้าล้ม 1 ต้น
185,234,หลุมยุบ,Sinkhole,00:00.0,0:00:00,10.04328357,98.86771437,485504,1110201,47,,,,,,ผาพิง,ในวงเหนือ,ละอุ่น,ระนอง,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3 เมตร
95,69,แผ่นดินไหว,Earthquake,00:00.0,0:37:00,19.04,99.96,601019,2105529,47,3.2,,พะเยา,PHA YAO,,,จำป่าหวาย,เมือง,พะเยา,,,,,รู้สึกสั่นไหวที่ อำเภอดอกคำใต้ จังหวัดพะเยา
308,316,ดินถล่ม,Landslide,00:00.0,0:00:00,7.60333066,99.75721313,583525,840518,47N,,,,,,กลาง,ละมอ,นาโยง,ตรัง,,,,,ดินไหลปิดทับเส้นทางเข้าหมู่บ้าน ทำให้รถไม่สามารถสัญจรไปมาได้
386,384,ดินถล่ม,Landslide,00:00.0,0:00:00,16.72215611,98.6653405,464325,1848848,47N,,,,,,ขุนห้วยแม่สอด,พระธาตุผาแดง,แม่สอด,ตาก,,,,,ดินไหลปิดทับเส้นทาง ส่งผลให้รถไม่สามารถสัญจรไปมาได้
446,402,ดินถล่ม,Landslide,00:00.0,0:00:00,19.59568818,100.996702,709426,2167965,47N,,,,,ทางหลวงหมายเลข 101 (ปางหก - ห้วยโก๋น),,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,,,,,ดินไหลปิดทับเส้นทางหลวงหมายเลข 101 อำเภอเฉลิมพระเกียรติ บริเวณหลักกิโลเมตรที่ 495
363,241,ดินถล่ม,Landslide,00:00.0,0:00:00,20.29,99.81,584576,2243780,47N,,,,,,อีก้อป่ากล้วย,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหล ขนาดกว้าง 6 เมตร สูง 16 เมตร และ ขนาดกว้าง 3 เมตร สูงประมาณ 20 เมตร
60,126,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.37429998,98.86755687,486009,2031602,47,,,,,,จำชมภู,น้ำดิบ,ป่าซาง,ลำพูน,หินปูน,Limestone,,,หลุมยุบจำนวน 2 หลุม ขนาด 4.2 – 6.5 เมตร ลึก 4.5 – 5.0 เมตร
216,77,แผ่นดินไหว,Earthquake,00:00.0,0:30:00,7.84,98.51,445981,866641,47,4.5,,คลองมะรุ่ย,KHLONG MARUI,,,ในทะเล,เกาะยาว,พังงา,,,,,รู้สึกสั่นไหวบริเวณ จังหวัดพังงา จังหวัดภูเก็ต และ จังหวัดกระบี่
38,139,หลุมยุบ,Sinkhole,00:00.0,0:00:00,10.08702091,98.86501818,485210,1115036,47,,,,,,ในหุบ,เขาค่าย,สวี,ชุมพร,หินปูน,Limestone,,,หลุมยุบมีกว้าง 4.2 เมตร ยาว 5.5 เมตร ลึก 3.2 เมตร
322,398,ดินถล่ม,Landslide,00:00.0,0:00:00,19.3013298,101.1742084,728463,2135602,47N,,,,,เส้นทางบ่อเกลือ - เฉลิมพระเกียรติ,,บ่อเกลือเหนือ,บ่อเกลือ,น่าน,,,,,ดินไหลเส้นทางหลวง 1081 สายบ่อเกลือ – เฉลิมพระเกียรติ บริเวณ กม.89 ปิดทับถนนยาว 30 เมตร
493,477,ดินถล่ม,Landslide,00:00.0,0:00:00,19.17,101.16,727150,2121044,47N,,,,,ถนนสายบ่อเกลือ-เฉลิมพระเกียรติ,ห้วยโป่ง,บ่อเกลือใต้,บ่อเกลือ,น่าน,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
162,228,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.46999279,98.95437719,495183,2042186,47,,,,,,ป่าห้า,เหมืองจี้,เมือง,ลำพูน,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3 เมตร ลึก 1.5-2 เมตร
588,590,ดินถล่ม,Landslide,00:00.0,0:00:00,17.68487027,98.28321793,423984,1955466,47,,,,,หน่วยจัดการต้นน้ำแม่หลอง ,ห้วยปู,ยางเปียง ,อมก๋อย ,เชียงใหม่,,,,,ดินไหลปิดทับเส้นทางรถยนต์ไม่สามารถสัญจรไปมาได้ 
343,427,ดินถล่ม,Landslide,00:00.0,0:00:00,13.38603938,101.5942591,780970,1481300,47N,,,,,,ศรีเจริญทอง,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,,,,,ดินไหลและน้ำป่าไหลหลาก ทำให้บ้านเรือนประชาชนได้รับความเสียหาย 130 หลังคาเรือน
401,454,ดินถล่ม,Landslide,00:00.0,0:00:00,19.76608938,99.01468342,501538,2185597,47N,,,,,,ผาแดง,แม่นะ,เชียงดาว,เชียงใหม่,,,,,ดินไหลทำให้ส่งผลให้บ้านเรือนประชาชน 20 หลัง ได้รับผลกระทบ และเกิดดินไหลทับเส้นทางบ้านถ้ำง๊อบ
512,481,ดินถล่ม,Landslide,00:00.0,0:00:00,19.19,101.08,718708,2123156,47N,,,,,เส้นทางดอยภูคา ปัว – บ่อเกลือ,,ภูคา,ปัว,น่าน,,,,,ดินไหลทำให้ศูนย์บริการนักท่องเที่ยวของ อบต.ภูคา รถยนต์ จํานวน 1 คัน และจักรยานยนต์ 1 คัน เสียหาย
457,272,ดินถล่ม,Landslide,00:00.0,0:00:00,19.59,101.08,718174,2167439,47N,,,,,,ห้วยโก๋น,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,,,,,ดินไหลทำให้บ้านเรือนที่อาศัยอยู่ 2 ไหล่ทางของถนนประมาณ 40 หลัง และบ้านเรือนอีก 10 หลัง เสี่ยงภัยดินไหล
516,538,ดินถล่ม,Landslide,00:00.0,0:00:00,16.72934379,101.3561283,751210,1851101,47N,,,,,เส้นทางสาย (ชุมแพ-หล่มสัก) สะพานห้วยตอง,,ปากช่อง,หล่มสัก,เพชรบูรณ์,,,,,ดินไหลทำให้ดินและก้อนหินไหลปิดทับช่องทางสัญจร 1 ช่องทาง
329,524,ดินถล่ม,Landslide,00:00.0,0:00:00,20.08871014,99.48130246,550318,2221370,47N,,,,,,ห้วยส้าน,ท่าตอน,แม่อาย,เชียงใหม่,,,,,ดินไหลทำให้ถนนภายในหมู่บ้านถูกดินไหลขวางทางสัญจร
347,449,ดินถล่ม,Landslide,00:00.0,0:00:00,8.72326243,99.73898737,581288,964336,47N,,,,,,โรงเหล็ก,นบพิตำ,นบพิตำ,นครศรีธรรมราช,,,,,ดินไหลส่งผลให้บ้านเรือนเสียหายหลายหลัง
348,303,ดินถล่ม,Landslide,00:00.0,0:00:00,19.74,99.49,551340,2182784,47N,,,,,ถนนสายแม่สรวย-วาวี กม.ที่ 12-13,ทุ่งพร้าว,วาวี,แม่สรวย,เชียงราย,,,,,ดินไหลทรุดตัวยาวกว่า 100 เมตร ลึก 20 เมตร
257,282,ดินถล่ม,Landslide,00:00.0,0:00:00,16.62,98.68,465870,1837545,47N,,,,,,หนองน้ำเขียว,แม่กุ,แม่สอด,ตาก,,,,,ดินไหล 2 แห่ง ห่างจากสำนักสงฆ์ ไปทางทิศตะวันตกเฉียงใต้ 50 เมตร
23,214,หลุมยุบ,Sinkhole,00:00.0,0:00:00,6.93217297,99.77869931,586023,766321,47,,,,,,ป่าฝาง,กำแพง,ละงู,สตูล,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2 เมตร ลึก 1 เมตร
590,572,ดินถล่ม,Landslide,00:00.0,0:00:00,18.14300484,97.97786241,391877,2006307,47,,,,,ถนนหลวงสาย 108 แม่สะเรียง – เชียงใหม่ ,,,แม่สะเรียง,แม่ฮ่องสอน,,,,,ดินไหลน้ำป่าไหลหลากจากลำห้วยพัดพาเศษท่อนไม้ หิน ดินปิดทับเส้นทางสัญจร เป็นแนวยาวกว่า 50 เมตร 
424,243,ดินถล่ม,Landslide,00:00.0,0:00:00,20.37,100.3,635675,2252962,47N,,,,,โรงเรียนบ้านสองพี่น้อง,สองพี่น้อง,ริมโขง,เชียงของ,เชียงราย,,,,,ดินไหล ขนาดกว้าง 36 เมตร สูง 6 เมตร บริเวณด้านหลังโรงเรียนบ้านสองพี่น้อง
537,559,ดินถล่ม,Landslide,00:00.0,0:00:00,8.84985586,99.82556726,590782,978353,47,,,,,,เขาทราย,เปลี่ยน,สิชล,นครศรีธรรมราช,,,,,ดินไหลทำให้สวนยางพารา เสียหายบางส่วน ประชาชนเดือดร้อน 1 ครัวเรือน 3 คน
36,135,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.15489527,98.85836311,484397,901424,47,,,,,,ในช่อง,ทับปริก,เมือง,กระบี่,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2.5 เมตร ลึก 3 เมตร
584,589,ดินถล่ม,Landslide,00:00.0,0:00:00,20.39972994,99.84840665,588524,2255945,47,,,,,,ผาหมี ,เวียงพางคำ ,แม่สาย ,เชียงราย,,,,,ดินไหลทำให้มีบ้านเรือนได้รับความเสียหายจำนวน 1 หลังคาเรือน 
62,128,หลุมยุบ,Sinkhole,00:00.0,0:00:00,99.6161543,8.07799833,567888,892972,47,,,,,,วังเตา,เขาโร,ทุ่งสง,นครศรีธรรมราช,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 0.8 เมตร ลึกประมาณ 2 เมตร
501,460,ดินถล่ม,Landslide,00:00.0,0:00:00,19.18,101.12,722928,2122099,47N,,,,,,ก่อก๋วง,บ่อเกลือใต้,บ่อเกลือ,น่าน,,,,,ดินไหลมีความกว้าง 20 เมตร ยาว 60 เมตร และลึก 15 เมตร
336,369,ดินถล่ม,Landslide,00:00.0,0:00:00,10.18496615,98.80947504,479131,1125869,47N,,,,,เส้นทางบ้านเขาทะลุ-บ้านทุ่งตาพล,,บางแก้ว,ละอุ่น,ระนอง,,,,,ดินไหล 14 จุด เส้นทางบ้านเขาทะลุ-บ้านทุ่งตาพล  ทำให้ถนนถูกตัดขาดไม่สามารถสัญจรได้
209,207,หลุมยุบ,Sinkhole,00:00.0,0:00:00,14.35098937,99.40207391,543354,1586582,47,,,,,ไร่ยาสูบ,เขาสิงโต,บ่อพลอย,บ่อพลอย,กาญจนบุรี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณ 12 เมตร ลึก 10 เมตร
242,429,ดินถล่ม,Landslide,00:00.0,0:00:00,9.92236689,98.68414248,465375,1096845,47N,,,,,,ทุ่งคา,หาดส้มแป้น,เมืองระนอง,ระนอง,,,,,ดินไหลบริเวณบ้านเลขที่ 10/9 ให้หลังบ้านของ นางพิ้งเพลิด ปากหวาย ได้รับความเสียหาย
101,118,แผ่นดินไหว,Earthquake,00:00.0,6:30:00,19.253,99.622,565367,2128939,47,3.8,1,เถิน,THOEN,,,,วังเหนือ,ลำปาง,,,,,ประชาชนอำเภอวังเหนือ จังหวัดลำปาง และอำเภอเวียงป่าเป้า จังหวัดเชียงราย สามารถรับรู้ถึงแรงสั่นสะเทือน
365,386,ดินถล่ม,Landslide,00:00.0,0:00:00,19.68458392,100.4042405,647192,2177185,47N,,,,,โรงเรียนบ้านฮวก,,ภูซาง,ภูซาง,พะเยา,,,,,ดินไหลทำให้บริเวณหน้าผาหินที่อยู่ด้านหลังอาคารเรียน มีความลาดชันมากกว่า 50 องศา อาจทำให้เกิดดินถล่มได้
253,343,ดินถล่ม,Landslide,00:00.0,0:00:00,17.45,100.78,689036,1930218,47N,,,,,,ลาดเรือ,บ่อภาค,ชาติตระการ,พิษณุโลก,,,,,ดินไหลปิดทับเส้นทางถนนสายชาติตระการ-บ่อภาค บริเวณกิโลเมตรที่ 30
333,447,ดินถล่ม,Landslide,00:00.0,0:00:00,9.96615309,98.63844589,460370,1101691,47N,,,,,ถนนกำลังทรัพย์,,เขานิเวศน์,เมืองระนอง,ระนอง,,,,,ดินไหลลงมาทับบ้านนายสุทัศน์ เพ็งไชย บ้านเลขที่ 25/35 ได้รับความเสียหาย
48,95,แผ่นดินไหว,Earthquake,00:00.0,11:18:00,18.96,99.05,505264,2096402,47,3,,แม่ทา,MAE THA,,,,สันทราย,เชียงใหม่,,,,,รู้สึกสั่นไหวบริเวณอำเภอสันทราย อำเภอเมือง อำเภอแม่ริม จังหวัดเชียงใหม่
471,426,ดินถล่ม,Landslide,00:00.0,0:00:00,19.35895449,101.1572728,726603,2141960,47N,,,,,,,บ่อเกลือเหนือ,บ่อเกลือ,น่าน,,,,,ดินไหลปิดทับเส้นทางหลวงหมายเลข 1081 กม.ที่ 110+300 บ่อเกลือ- เฉลิมพระเกียรติ ตำบลขุนน่าน
539,597,ดินถล่ม,Landslide,00:00.0,0:00:00,10.18530632,98.76821666,474612,1125910,47,,,,,,บางแก้วน้อย,บางแก้ว,ละอุ่น ,ระนอง,,,,,ดินไหลบริเวณทางเข้าหมู่บ้านและมีเสาไฟฟ้าล้ม รถยนต์ไสามารถสัญจรได้
