OBJECTID,Event_ID,Geohaz_T,Geohaz_E,DATE,TIME,LATITUDE,LONGITUDE,UTM_E,UTM_N,ZONE,MAGNITUDE,DEPTH_KM,F_ZONE_T,F_ZONE_E,LOCATION,BAN,TAMBON,DISTRICT,PROVINCE,Geo_haz_T,Geo_haz_E,LS_Type_T,LS_Type_E,Effect
466,276,ดินถล่ม,Landslide,00:00.0,0:00:00,20.27,99.82,585631,2241572,47N,,,,,โรงเรียนบ้านห้วยไร่,,แม่ฟ้าหลวง,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหลใกล้สนามบาสเกตบอล โรงเรียนบ้านห้วยไร่ เป็นเนินดินสูงประมาณ 15 เมตร
487,325,ดินถล่ม,Landslide,00:00.0,0:00:00,18.49024934,98.40740586,437441,2044528,47N,,,,,,เหล่า,ท่าผา,แม่แจ่ม,เชียงใหม่,,,,,ดินไหลมีความยาวประมาณ 80 เมตร เคลื่อนตัวลงมาประมาณ 5 เมตร
292,299,ดินถล่ม,Landslide,00:00.0,0:00:00,9.84857598,98.80252664,478347,1088676,47N,,,,,,เขาตะเภาทอง,พะโต๊ะ,พะโต๊ะ,ชุมพร,,,,,ดินไหลปิดทับเส้นทาง บริเวณทางเข้าหมู่บ้าน ทำให้รถสัญจรได้ไม่สะดวก
574,562,ดินถล่ม,Landslide,00:00.0,0:00:00,10.01692142,98.86324237,485013,1107286,47,,,,,ทางเข้าเขื่อนราชดำริห้วยหอย,บุรีรัมย์,ในวงใต้,ละอุ่น,ระนอง,,,,,ดินไหลปิดทับเส้นทางรถยนต์ไม่สามารถสัญจรไปมาได้ 
57,123,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.05,98.49,445727,1885157,47,,,,,ชุมชน,พะละใหม่,ขะเนจื้อ,แม่ระมาด,ตาก,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 30 เมตร ลึก 20 เมตร มีบ้านเรือนเสียหาย 1 หลัง
147,145,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.90927053,98.92668823,491940,984822,47,,,,,,เขาวง-บ้านถ้ำน้ำ,เขาวง,บ้านตาขุน,สุราษฎร์ธานี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 5 เมตร ลึก 10 เมตร
194,49,แผ่นดินไหว,Earthquake,00:00.0,16:50:00,12.24,99.31,557177,1353908,47,5,,ระนอง,RANONG,,,,เขาสามร้อยยอด,ประจวบคีรีขันธ์,,,,,รู้สึกได้ที่ อำเภอเขาสามร้อยยอด อำเภอกุยบุรี อำเภอหัวหิน อำเภอเมือง จังหวัดประจวบคีรีขันธ์
249,404,ดินถล่ม,Landslide,00:00.0,0:00:00,20.16963519,99.74924877,578292,2230429,47N,,,,,,ผาเดื่อ,แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหลบริเวณบ้านของนางเฝยลิ่น แซ่เติ๋น ทำให้ตัวบ้านได้รับความเสียหาย
540,596,ดินถล่ม,Landslide,00:00.0,0:00:00,15.1372361,98.44532804,440406,1673580,47,,,,,ซอยอุตตมาณุสร์ 2 (ฝั่งมอญ),,หนองลู,สังขละบุรี ,กาญจนบุรี,,,,,ดินไหลลงมาทับบ้านเรือนประชาชน ได้รับความเสียหายบางส่วน
7,17,ดินถล่ม,Landslide,00:00.0,1:00:00,18,100.31,638565,1990972,47,,,,,,นาตอง,ช่อแฮ,เมือง,แพร่,หินเถ้าภูเขาไฟ,Tuffe,,,ผู้เสียชีวิต 5 ราย บ้านเรือนเสียหายทั้งหลัง 135 หลัง เสียหายบางส่วน 345 หลัง
160,98,แผ่นดินไหว,Earthquake,00:00.0,7:44:00,19.7,99.72,575459,2178444,47,3.4,1,พะเยา,PHA YAO,,,,พาน,เชียงราย,,,,,รู้สึกสั่นไหวบริเวณ อำเภอพาน จังหวัดเชียงราย
152,186,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.42053703,99.54547303,560048,930831,47,,,,,,ควนนนท์,ไม้เรียง,ฉวาง,นครศรีธรรมราช,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณ 30 เมตร ลึก 10 เมตร
74,52,แผ่นดินไหว,Earthquake,00:00.0,18:51:00,19,99,500000,2100827,47,3.6,,แม่ทา,MAE THA,,,,แม่ริม,เชียงใหม่,,,,,รู้สึกสั่นสะเทือนได้ที่ อำเภอม่ริม จังหวัดเชียงใหม่
585,548,ดินถล่ม,Landslide,00:00.0,0:00:00,17.28194863,100.8307905,694609,1911670,47,,,,,จุดชมวิวก่อนเข้าหมู่บ้าน,นครชุม,นครชุม,นครไทย ,พิษณุโลก,,,,,ดินไหลและมีต้นไม้ขนาดใหญ่ล้มทับเส้นทาง 1 ช่องจราจร
280,423,ดินถล่ม,Landslide,00:00.0,0:00:00,18.85966207,98.80946511,479929,2085310,47N,,,,,,กองแหะ,โป่งแยง,แม่ริม,เชียงใหม่,,,,,ดินไหลทำให้บ้าน รถยนต์ 1 คัน และรถจักรยานยนต์ 3 คัน ได้รับความเสียหาย
205,203,หลุมยุบ,Sinkhole,00:00.0,0:00:00,99.0511056,8.2720594,505628,914375,47,,,,,วัดเขาพนม,เขาพนม,เขาพนม,เขาพนม,กระบี่,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณ 4 เมตร ลึก 4 เมตร
183,112,แผ่นดินไหว,Earthquake,00:00.0,10:10:00,18.918,99.238,525062,2091771,47,3.2,2,แม่ทา,MAE THA,,,,ดอยสะเก็ด,เชียงใหม่,,,,,ประชาชนในพื้นที่อำเภอดอยสะเก็ด อำเภอเมือง อำเภอสันทราย อำเภอแม่ออน จังหวัดเชียงใหม่ สามารถรับรู้ได้ถึงแรงสั่นสะเทือน
352,301,ดินถล่ม,Landslide,00:00.0,0:00:00,17.7130874,99.99200246,605188,1958720,47N,,,,,ภูเขาหลังโรงเรียนบ้านดอนแก้ว,,แม่พูล,ลับแล,อุตรดิตถ์,,,,,ดินไหลและรอยแยกบนภูเขา อาจส่งผลกระทบต่อบ้านเรือนที่อยู่ในบริเวณเชิงเขาจำนวน 2 หลัง
11,1,ดินถล่ม,Landslide,00:00.0,0:00:00,8.6,99.52,557757,950169,47,,,,,เขาหลวง,กะทูนเหนือ,กะทูน,พิปูน,นครศรีธรรมราช,หินแกรนิต,Granite,,,"มีผู้เสียชีวิต 230 ราย บ้านเรือนเสียหาย ประมาณ 1,500 หลัง"
367,388,ดินถล่ม,Landslide,00:00.0,0:00:00,20.24566824,99.65467226,568376,2238802,47N,,,,,,เทอดไทย,แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหลลงมาปิดทับห้องครัว บ้านนางอร ซอจุ่ม ทำให้อาคารซึ่งเป็นห้องครัวของบ้านพัง
121,39,ดินถล่ม,Landslide,00:00.0,0:00:00,17.78,97.78,370680,1966266,47,,,,,,แม่ละอูน,แม่สามแลบ,สบเมย,แม่ฮ่องสอน,หินดินดาน,Shale,,,มีผู้เสียชีวิต 8 ราย ได้รับบาดเจ็บ 11 คน และบ้านเรือนได้รับผลกระทบ จำนวน 13 หลัง
255,280,ดินถล่ม,Landslide,00:00.0,0:00:00,15.11251652,99.38035179,540869,1670806,47N,,,,,,อีมาด,แก่นมะกรูด,บ้านไร่,อุทัยธานี,,,,,ดินไหลพื้นที่ต้นน้ำบ้านอีมาด ซึ่งมีประชากรอาศัยอยู่ 45 หลังคาเรือน
494,466,ดินถล่ม,Landslide,00:00.0,0:00:00,20.17,99.59,561651,2230403,47N,,,,,,ป่าคาสุขใจ,แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหลส่งผลให้บ้านเรือนราษฎรได้รับความเสียหายจำนวน 2 หลังคาเรือน
134,61,แผ่นดินไหว,Earthquake,00:00.0,15:19:00,19.53380114,99.59097607,562000,2160000,47,3.3,,พะเยา,PHA YAO,,,,พาน,เชียงราย,,,,,ประชาชนอำเภอพาน ตำบลเจดีย์หลวง อำเภอแม่สรวย จังหวัดเชียงราย และอำเภอแม่ใจ จังหวัดพะเยา สามารถรับรู้ถึงแรงสั่นสะเทือน
505,488,ดินถล่ม,Landslide,00:00.0,0:00:00,10.65,98.86,484688,1177283,47N,,,,,,รังแตนใต้,จ.ป.ร,กระบุรี,ระนอง,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
538,558,ดินถล่ม,Landslide,00:00.0,0:00:00,9.48622805,100.0660298,617017,1048788,47,,,,,โรงเเรมเมอริท รีสอร์ท ,,มะเร็ต,เกาะสมุย ,สุราษฎร์ธานี,,,,,ดินไหลทำให้ห้องพักได้รับความเสียหาย จำนวน 8 หลัง
12,3,ดินถล่ม,Landslide,00:00.0,0:00:00,8.82,99.46,551172,975733,47,,,,,เขาหลวง,,เพิ่มพูนทรัพย์,บ้านนาสาร,สุราษฎร์ธานี,หินแกรนิต,Granite,,,"มีผู้เสียชีวิต 47 ราย บ้านเรือนเสียหายประมาณ 7,992 หลัง"
63,129,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.59115444,99.32629676,535904,949667,47,,,,,,ลานเข้,ทุ่งหลวง,เวียงสระ,สุราษฎร์ธานี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3 เมตร ลึก 3 เมตร
124,32,ดินถล่ม,Landslide,00:00.0,0:00:00,8.30532251,98.88626244,487475,918053,47,,,,,เขาพนมเบญจา,ช่องไม้ดำ,คลองหิน,อ่าวลึก,กระบี่,หินแกรนิต,Granite,,,ดินถล่มลงมาตามลาดเขา สร้างความเสียหายให้กับพื้นที่ทางการเกษตร
568,582,ดินถล่ม,Landslide,00:00.0,0:00:00,19.51757734,99.39834152,541794,2158146,47,,,,,,ห้วยน้ำขุ่น ,ท่าก๊อ ,แม่สรวย ,เชียงราย,หินแกรนิต,Granite,การไถลลื่นระนาบแบบแผ่น,Translational Slide,ดินไหลทำให้บ้านเรือนได้รับความเสียหายบางส่วน 1 หลัง และมีดินไหลปิดทับถนน ไม่สามารถสัญจรได้
358,444,ดินถล่ม,Landslide,00:00.0,0:00:00,7.50350032,100.0630992,617296,829551,47N,,,,,วัดควนนาโหนด,,นาโหนด,เมืองพัทลุง,พัทลุง,,,,,ดินไหลบริเวณวัดควนนาโหนด ทำให้กุฎิแม่ชีที่อยู่บนยอดควนได้รับความเสียหาย
22,217,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.06051998,99.80007936,588361,780515,47,,,,,,ทุ่งดินลุ่ม,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 0.5 เมตร ความลึก 2 เมตร
545,551,ดินถล่ม,Landslide,00:00.0,0:00:00,16.28904146,98.99586077,499558,1800908,47,,,,,หน่วยจัดการต้นน้ำแม่กลองใหญ่,,โมโกร,อุ้มผาง,ตาก,,,,,ดินไหลปิดทับเส้นทางสัญจรได้เพียง 1 ช่องจราจร
136,63,แผ่นดินไหว,Earthquake,00:00.0,16:44:00,8.02,98.37,430577,886562,47,4.3,10,คลองมะรุ่ย,KHLONG MARUI,,,,ถลาง,ภูเก็ต,,,,,บ้านเรือนราษฎร บริเวณบ้านบางขาม หมู่ที่ 2 ตำบลศรีสุนทร อำเภอถลาง ได้รับความเสียหาย จำนวน 35 หลัง (เสียหายรุนแรง 2 หลัง)
497,239,ดินถล่ม,Landslide,00:00.0,0:00:00,8.03,98.82,480165,887618,47N,,,,,,อ่าวนาง,อ่าวนาง,เมือง,กระบี่,,,,,ดินไหลทำให้เกสต์เฮาส์เสียหาย 14 หลัง รวมมูลค่ากว่า 10 ล้านบาท
430,340,ดินถล่ม,Landslide,00:00.0,0:00:00,20.27,99.59,561612,2241469,47N,,,,,,แสนเมืองโก,แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,,,,,ดินไหลปิดทับเส้นทางสัญจรขนาดกว้าง 5 เมตร ยาว 400 เมตร
553,569,ดินถล่ม,Landslide,00:00.0,0:00:00,6.30949198,101.3304252,757827,697993,47,,,,,,นิคมกือลอง ,ตลิ่งชัน ,บันนังสตา,ยะลา,,,,,ดินไหลทำให้เส้นทางถูกตัดขาด ไม่สามารถสัญจรได้ และไฟฟ้าดับตลอดสาย
412,256,ดินถล่ม,Landslide,00:00.0,0:00:00,11.596554,108.569894,889417,1284383,47N,,,,,,อ่าวพร้าว,เกาะกูด,เกาะกูด,ตราด,,,,,ดินไหลทำให้บังกะโล เสียหาย 1 หลัง
293,371,ดินถล่ม,Landslide,00:00.0,0:00:00,17.93,97.94,387736,1982760,47N,,,,,ถนนเส้นทางระหว่างบ้านแม่เงา,,สบเมย,สบเมย,แม่ฮ่องสอน,,,,,ดินไหลปิดทับเส้นทางขนาดกว้าง 8 เมตร ยาว 4 เมตร สูง 4 เมตร
310,314,ดินถล่ม,Landslide,00:00.0,0:00:00,7.6937784,99.69965137,577159,850507,47N,,,,,,น้ำผุด,น้ำผุด,เมืองตรัง,ตรัง,,,,,ดินไหลปิดทับเส้นทางมากกว่า 3 จุด ทำให้รถไม่สามารถสัญจรไปมาได้
490,328,ดินถล่ม,Landslide,00:00.0,0:00:00,8.84849685,99.82377867,590585,978202,47N,,,,,,เขาทราย,เปลี่ยน,สิชล,นครศรีธรรมราช,,,,,ดินและหินไหลลงมาตามยอดภูเขา เป็นระยะทางยาวประมาณ 500 เมตร กว้าง 5 เมตร
380,518,ดินถล่ม,Landslide,00:00.0,0:00:00,16.76901028,98.88276431,487505,1854005,47N,,,,,ถนนสายแม่สอด-ตาก,,ด่านแม่ละเมา,แม่สอด,ตาก,,,,,ดินไหลส่งผลให้สามารถใช้เส้นทางสัญจรได้ 1 ช่องทาง
127,37,ดินถล่ม,Landslide,00:00.0,0:00:00,11.44,99.42,545813,1264664,47,,,,,,ขาปอ,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,หินแกรนิต,Granite,,,ดินถล่ม ทำให้พื้นที่สวนยางพาราและสวนมะพร้าว เสียหายเป็นระยะทางยาวประมาณ 2 กิโลเมตร
178,155,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.42822925,98.47092545,441758,931679,47,,,,,วัดสุวรรณคูหา,ถ้ำ,กระโสม,ตะกั่วทุ่ง,พังงา,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 5 เมตร ลึก 3 เมตร
474,519,ดินถล่ม,Landslide,00:00.0,0:00:00,17.9549105,99.96476127,602162,1985462,47N,,,,,ทางหลวงหมายเลข 11 หนองน้ำเขียว - ปางเคาะ,,ไทรย้อย,เด่นชัย,แพร่,,,,,ดินไหลส่งผลให้สามารถใช้เส้นทางสัญจรได้ 1 ช่องทาง
551,574,ดินถล่ม,Landslide,00:00.0,0:00:00,18.28359881,100.4949361,658017,2022209,47,,,,,,ขุนสถาน ,สันทะ,นาน้อย ,น่าน,หินทราย ,Sandstone,การไหลของดินและหิน ,Debris Flow,ดินไหลทับบ้านเรือนได้รับความเสียหายบริเวณห้องครัว และรถยนต์ถูกดินไหลลงมาปิดทับเสียหาย
234,494,ดินถล่ม,Landslide,00:00.0,0:00:00,6.31013722,101.3231299,757019,698060,47N,,,,,,ลีเงะ,ตลิ่งชัน,บันนังสตา,ยะลา,,,,,ดินไหลปิดทับเส้นทางเข้าหมู่บ้าน ทำให้รถยนต์ไม่สามารถสัญจรได้
132,114,แผ่นดินไหว,Earthquake,00:00.0,10:47:00,20.11,99.52,554357,2223739,47,3,4,แม่จัน,MAE CHAN,,,,แม่อาย,เชียงใหม่,,,,,ประชาชนในพื้นที่ ตำบลแม่สลองนอก อำเภอแม่ฟ้าหลวง จังหวัดเชียงราย สามารถรับรู้ได้ถึงแรงสั่นสะเทือน
284,424,ดินถล่ม,Landslide,00:00.0,0:00:00,8.53570347,98.56009336,451587,943549,47N,,,,,ถนนเพชรเกษม สายเขานางหงส์-ถ้ำทองหลาง,,ถ้ำทองหลาง,ทับปุด,พังงา,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
58,124,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.14958877,100.2517959,638228,790473,47,,,,,ข้างถนนลาดยางในหมู่บ้าน,กันใหญ่,คูหาใต้,รัตภูมิ,สงขลา,หินปูน,Limestone,,,หลุมยุบ 2 หลุม หลุมใหญ่มีขนาด 3 เมตร ลึก 2 เมตร  หลุมเล็กมีขนาด 0.50 เมตร ลึก 0.30 เมตร
144,174,หลุมยุบ,Sinkhole,00:00.0,0:00:00,9.96866862,98.63045146,459495,1101971,47,,,,,,,เขานิเวศน์,เมือง,ระนอง,หินปูน,Limestone,,,หลุมยุบบริเวณบ้านเลขที่ 13/7 ถนนชลระอุ หลุมยุบกว้าง 50 เซนติเมตร ลึกประมาณ 80 เซนติเมตร
436,501,ดินถล่ม,Landslide,00:00.0,0:00:00,19.287028,99.33710698,535419,2132621,47N,,,,,,แม่แวนน้อย,แม่แวน,พร้าว,เชียงใหม่,,,,,ดินไหลทำให้กำแพงปูน ใช้เป็นที่เก็บของ เกิดพังถล่มลงมายังถนนด้านล่าง ด้านตัวโบสถ์ด้านที่ติดกับกำแพงถล่มมีรอนเสาปูนแตกร้าวเล็กน้อย
492,346,ดินถล่ม,Landslide,00:00.0,0:00:00,19.37,100.03,608170,2142090,47N,,,,,,ทุ่งต้นศรี,ห้วยลาน,ดอกคำใต้,พะเยา,,,,,ดินไหลบริเวณเขาดอยกิ่งแก้ว ไหลตามร่องน้ำกว้าง 10 เมตร ยาว 1 กิโลเมตร
149,183,หลุมยุบ,Sinkhole,00:00.0,0:00:00,13.96805031,100.0468021,613066,1544442,47,,,,,,ลางมูก,ลำเหย,ดอนตูม,นครปฐม,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่านศูนย์กลางประมาณ    25 เซนติเมตร ลึกประมาณ 8 เมตร
320,279,ดินถล่ม,Landslide,00:00.0,0:00:00,19.33,100.43,650220,2137962,47N,,,,,,ปางพริก,ผาช้างน้อย,ปง,พะเยา,,,,,รอยดินไหล อาจส่งผลกระทบต่อโรงเรียนตำรวจตะเวนชายแดนเบ็ตตี้ดูเมน ตั้งอยู่ชิดติดลำน้ำ
571,581,ดินถล่ม,Landslide,00:00.0,0:00:00,19.96528943,99.15343261,516053,2207648,47,,,,,อุทยานแห่งชาติดอยผ้าห่มปก ,,ม่อนปิน,ฝาง,เชียงใหม่,หินแกรนิต,Granite,การไหลของดินและหิน ,Debris Flow,ดินไหลทำให้ดินและน้ำไหลถล่มลงไปทับท่อส่งน้ำร้อนและท่อส่งน้ำเย็น บริเวณน้ำพุร้อนฝาง ได้รับความเสียหาย
294,370,ดินถล่ม,Landslide,00:00.0,0:00:00,18,99.73,577281,1990337,47N,,,,,ถนนสายลำปาง-เด่นชัย (หมายเลข 11),,บ่อเหล็กลอง,ลอง,แพร่,,,,,ดินไหล กม.ที่ 36+400 ทับพื้นที่ผิวจราจรถนน
229,47,แผ่นดินไหว,Earthquake,00:00.0,21:30:00,12.02,99.17,559961,1346253,47,4.8,,ระนอง,RANONG,,,,เขาสามร้อยยอด,ประจวบคีรีขันธ์,,,,,รู้สึกได้ที่ อำเภอเขาสามร้อยยอด อำเภอกุยบุรี อำเภอหัวหิน อำเภอเมือง จังหวัดประจวบคีรีขันธ์
272,260,ดินถล่ม,Landslide,00:00.0,0:00:00,8.63208453,98.2464945,417094,954258,47N,,,,,กม. 57,เขาหลัก,คึกคัก,ตะกั่วป่า,พังงา,,,,,ดินไหลบริเวณไหล่ทางที่มีการสร้างเป็นกำแพงคอนกรีตสูง 50 เซนติเมตร
37,134,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.86381735,100.6771369,676681,2086595,47,,,,,,กาใส,สะเนียน,เมือง,น่าน,หินปูน,Limestone,,,หลุมยุบมีความกว้างประมาณ 5 เมตร ยาว 20 เมตร ลึก 1 – 5 เมตร
510,483,ดินถล่ม,Landslide,00:00.0,0:00:00,19.49,101.14,724608,2156446,47N,,,,,เส้นทางเฉลิมพระเกียรติ – บ่อเกลือ,ด่าน,ขุนน่าน,เฉลิมพระเกียรติ,น่าน,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
316,396,ดินถล่ม,Landslide,00:00.0,0:00:00,9.95940529,98.64713362,461322,1100944,47N,,,,,ถนนสายระนอง - หาดส้มแป้น,,เขานิเวศน์,เมืองระนอง,ระนอง,,,,,ดินไหล ส่งผลให้ปิดทับเส้นทางจราจร 1 ช่องทาง
100,119,แผ่นดินไหว,Earthquake,00:00.0,21:18:00,14.894,99.177,519038,1646610,47,3.7,2,ศรีสวัสดิ์,SI SAWAT,,,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,,,,,ประชาชนในพื้นที่อำเภอหนองปรือ อำเภอเมือง จังหวัดกาญจนบุรี และอำเภอด่านช้าง จังหวัดสุพรรณบุรี สามารถรับรู้ถึงแรงสั่นสะเทือน
150,180,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.0217674,99.79851822,588196,776230,47,,,,,,ทุ่งดินลุ่ม,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 5 เมตร ลึกประมาณ 3-4 เมตร
146,171,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.57220643,99.69858072,577063,837067,47,,,,,,วัดกลาง,นาโยงเหนือ,นาโยง,ตรัง,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3 เมตร ลึกประมาณ 3.5 เมตร
524,476,ดินถล่ม,Landslide,00:00.0,0:00:00,18.14,98.09,403738,2005912,47N,,,,,ทางหลวง 108 แม่สะเรียง – ฮอด,แม่เหาะ,แม่เหาะ,แม่สะเรียง,แม่ฮ่องสอน,,,,,ดินไหลปิดทับเส้นทาง ไม่สามารถสัญจรได้
520,472,ดินถล่ม,Landslide,00:00.0,0:00:00,18.34,97.69,361578,2028300,47N,,,,,,โพซอ,เสาหิน,แม่สะเรียง,แม่ฮ่องสอน,,,,,ดินไหลปิดทับเส้นทางและเกิดน้ำป่าไหลหลากพัดรถของประชาชนไหลลงแม่น้ำเสาหิน จำนวน 1 คัน
177,152,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.15564321,98.79727438,477668,901510,47,,,,,,ในสระ,เขาทอง,เมือง,กระบี่,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3.2 เมตร ลึก 1.8 เมตร
586,594,ดินถล่ม,Landslide,00:00.0,0:00:00,19.62044435,98.14913368,410781,2169703,47,,,,,,น้ำฮูผาเสื่อ ,นาปู่ป้อม ,ปางมะผ้า ,แม่ฮ่องสอน,,,,,ดินไหลปิดทับเส้นทางเข้าหมู่บ้าน และมีน้ำหลากกัดเซาะถนน ไม่สามารถสัญจรได้ 1 ช่องทาง
84,191,หลุมยุบ,Sinkhole,00:00.0,0:00:00,14.66240258,98.54973,451517,1621035,47,,,,,,ปากลำปิล๊อก,ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,หินปูน,Limestone,,,หลุมยุบกว้างประมาณ 5 ยาว 5.3 ลึก 3.5 เมตร
330,428,ดินถล่ม,Landslide,00:00.0,0:00:00,15.05793397,99.66996296,572008,1664843,47N,,,,,,จัน,หนองจอก,บ้านไร่,อุทัยธานี,,,,,ดินไหลปิดทับถนนภายในหมู่บ้านไม่สามารถสัญจรได้ บ้านเรือนได้รับผลกระทบ 10 หลัง
357,306,ดินถล่ม,Landslide,00:00.0,0:00:00,10.04868784,98.65872457,462603,1110815,47N,,,,,ถนนสายบ้านน้ำตก-บ้านห้วยค้างคาว,,บางนอน,เมืองระนอง,ระนอง,,,,,ดินไหลกว่า 10 จุด ตามถนนเพชรเกษมเส้นทางสายระนอง-ชุมพร  มีดินไหลเป็นช่วงๆ ตลอดเส้นทาง
226,78,แผ่นดินไหว,Earthquake,00:00.0,21:25:00,15.01,98.47,443023,1659500,47,4.8,,เจดีย์สามองค์,THREE PAGODA,,,ปรังเผล,สังขละบุรี,กาญจนบุรี,,,,,รู้สึกสั่นไหวบริเวณ อำเภอสังขละบุรี อำเภอทองผาภูมิ จังหวัดกาญจนบุรี
346,309,ดินถล่ม,Landslide,00:00.0,0:00:00,18.41503535,99.20946253,522121,2036117,47N,,,,,ถนนซูเปอร์ไฮเวย์เชียงใหม่-ลำปาง,,เวียงตาล,ห้างฉัตร,ลำปาง,,,,,ดินไหลจากแนวสันเขาลงมาปิดทับเส้นทางถนนซูเปอร์ไฮเวย์เชียงใหม่-ลำปาง กม.ที่ 29
342,363,ดินถล่ม,Landslide,00:00.0,0:00:00,13.6038083,99.2341792,525331,1503922,47N,,,,,,ถ้ำหิน,สวนผึ้ง,สวนผึ้ง,ราชบุรี,,,,,ดินไหลและน้ำป่าไหลหลาก ในพื้นที่หมู่ที่ 5-7 ทำให้ถนนและคอสะพานขาด
575,563,ดินถล่ม,Landslide,00:00.0,0:00:00,9.97870936,99.14221477,515587,1103062,47,,,,,,แหลมหญ้า,บางน้ำจืด ,หลังสวน ,ชุมพร,,,,,ดินไหลปิดทับเส้นทางและมีเศษก้อนหิน ต้นไม้ล้มขวางทาง รถยนต์ไม่สามารถสัญจรไปมาได้
78,199,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.32984253,99.63745829,570359,810262,47,,,,,,หัวควน,บ้านนา,ปะเหลียน,ตรัง,หินปูน,Limestone,,,หลุมยุบเส้นผ่าศูนย์กลาง 2.5 เมตร ลึกประมาณ 2.5 เมตร
327,535,ดินถล่ม,Landslide,00:00.0,0:00:00,19.86966468,99.04090222,504282,2197059,47N,,,,,,หลวง,แม่งอน,ฝาง,เชียงใหม่,,,,,ดินไหลทำให้บ้านเรือนได้รับความเสียหาย จำนวน 1 หลัง
53,227,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.5906954,101.8275964,800120,1947142,47,,,,,,หนองดอกบัว,น้ำสวย,เมือง,เลย,หินปูน,Limestone,,,หลุมยุบในสวนยาพารา จำนวน 3 หลุม วางตัวเป็นแนวในทิศทางเหนือ-ใต้ ขนาด 2-6 เมตร และลึก 9-19 เมตร
82,194,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.14535889,100.1404369,620637,2006642,47,,,,,บ้านพักคลังจังหวัดแพร่,,ในเวียง,เมือง,แพร่,หินทราย,Sandstone,,,หลุมยุบเส้นผ่าศูนย์กลาง 50 เซนติเมตร ลึก 60 เซนติเมตร
444,400,ดินถล่ม,Landslide,00:00.0,0:00:00,7.88921888,98.29599729,422396,872116,47N,,,,,ถนน 50 ปี,,ป่าตอง,กะทู้,ภูเก็ต,,,,,ดินไหลลงมาทับรถยนต์และรถจักรยานยนต์ที่จอดอยู่บริเวณด้านล่างพังเสียหาย
373,380,ดินถล่ม,Landslide,00:00.0,0:00:00,13.61616544,99.32260257,534895,1505299,47N,,,,,,วังโค,ป่าหวาย,สวนผึ้ง,ราชบุรี,,,,,ดินไหลและน้ำป่าไหลหลาก ส่งผลให้บ้านเรือนราษฎรเสียหาย 1 หลัง
428,297,ดินถล่ม,Landslide,00:00.0,0:00:00,18.56161627,99.45976622,548516,2052384,47N,,,,,,ปลายนา,ทุ่งกว๋าว,เมืองปาน,ลำปาง,,,,,ดินไหลบางจุดในพื้นที่หมู่บ้านและมีน้ำป่าไหลหลากเข้าท่วมบ้านเรือน ได้รับความเสียหาย 300 หลัง
